GABEL,GH,NABEL,NH,e1,e2
5.459661527,34.47,49.4303874,422.35,,
7.110171226,40.21,57.8812849,127.166,,
15.99049184,83.02,43.85484397,382.23,,
3.638111879,42.84,52.00898561,288.29,,
5.653047531,10.00288634,50.33615809,152.579,,
6.081596768,11.11123939,127.9167636,200.5,,
5.30547905,7.855452289,63.07575558,269.27,,
5.243755682,13.95832131,80.06671385,194.653,,
4.694528526,14.20077354,107.4641199,334.13,,
6.103287737,10.23841136,62.56070698,663.37,,
7.73567262,6.6085551,88.74244353,338.23,,
5.97935582,11.14587543,78.61630594,276.56,,
6.920285615,7.065750736,44.94135219,524.68,,
7.613385314,4.828263003,77.36913595,826.98,,
6.037092635,12.05333949,56.65996396,502.25,,
9.213154119,25.92160711,77.57078469,667.97,,
6.061574022,22.96368989,44.47017012,265.3,,
8.209123512,19.35461525,44.5496131,234.476,,
6.60987931,14.74802286,49.16602772,1038.98,,
8.32221363,6.830225711,163.1273555,238.592,,
6.522543737,14.90734861,48.35895276,663.879,,
7.500746394,8.679789875,94.04946024,601.76,,
4.483329167,10.99347688,53.91091394,626.89,,
6.379741049,6.657045546,44.49822003,574.594,,
7.827643212,14.17999192,66.97366257,568.79,,
11.70266998,5.541765283,79.37860732,526.457,,
5.109638975,7.855452289,47.71888745,349.33,,
5.28757506,73.96,60.32406782,458.78,,
3.945648638,14.25,86.32572101,473.07,,
3.781408621,44.48,97.82716247,271.51,,
4.119901463,36.03,74.6822761,184.409,,
5.125848014,7.78,51.6609447,166.12,,
3.824919317,37.46,65.0355885,178.842,,
3.119872554,45.97,49.23230708,173.006,,
5.85362366,49.62,57.47076507,246.339,,
3.485802234,37.96,61.1616775,170.336,,
29.2011551,25.75,48.9374388,177.21,,
5.452772712,40.09,68.09474406,188.41,,
4.899806952,40.36,61.84108473,208.681,,
6.568504865,37.28,52.73523512,272.27,,
3.785822559,20.52,60.67649719,216.307,,
2.533310259,31.56,48.81866959,224.957,,
5.972208775,34.51,71.23618791,254.62,,
4.619716264,35.89,40.82624908,211.93,,
3.144212548,39.1,37.28960682,147.09,,
4.630742215,25.03,52.76365753,198.007,,
3.966552392,12.03,66.87603604,315.471,,
3.248569679,52.52,66.42654269,181.298,,
3.206780864,24.22,40.3615237,191.98,,
3.124100315,13.39,59.89423492,253.19,,
2.91718093,51.5,40.57253154,228.368,,
3.471831156,33.41,56.30123532,200.08,,
6.435931202,61.63,43.32397927,212.821,,
4.554538629,51.77,33.38591543,193.34,,
5.001580194,43.55,42.77504571,155.87,,
5.64306329,43.01,50.120894,184.953,,
5.231719645,28.75,41.73131269,203.58,,
6.654910536,37.92,78.168027,242.59,,
96.1095565,646.05,67.16910726,186.24,,
6.662637975,23.72,77.95875969,231.843,,
3.843762705,57.55,70.73298181,236.01,,
5.522987667,43.04,62.17290518,219.099,,
5.178771556,34.15,50.29499988,205.9,,
4.220938145,35.96,50.87456875,139.23,,
2.287536898,47.86,42.54885196,230.129,,
4.31036061,24.58,83.21457403,276.31,,
4.25120564,39.4,43.01719559,119.714,,
4.886166453,38.8,69.32365339,200.258,,
5.06818641,51.58,65.0819179,87.2605,,
6.116273524,47.71,51.06857591,236.1,,
7.262625647,41.5,78.07566239,212.009,,
4.79723066,25.18,75.28949726,1091.5,,
3.94221856,32.41,78.39057718,247.678,,
5.443333521,53.07,91.23731288,251.62,,
4.6365023,40.73,67.40175125,220.876,,
2.387986927,46.13,30.91887062,197.45,,
4.477899315,32.83,36.40815084,216.15,,
3.383710485,26.82,54.83604541,195.325,,
3.365812771,35.61,48.42824543,269.259,,
5.084785522,29.86,85.82002733,178.642,,
4.051822832,35.83,46.98044217,255.09,,
5.522548374,56.02,78.63442232,241.151,,
3.858595439,45.19,49.64271651,240.083,,
5.197330089,41,61.46488398,230.111,,
4.464409564,52.69,34.17801415,201.792,,
3.659202003,28.98,54.71255573,143.68,,
2.310325224,26.96,36.89080329,207.668,,
5.202619058,42.31,84.96858535,261.32,,
4.170243663,29.26,46.35423942,196.339,,
9.042959518,89.38,75.91714319,217.18,,
3.93395275,34.47,44.55530981,225.268,,
4.320297011,27.62,42.21068973,203.801,,
1.984098848,29.4,70.72609194,164.147,,
3.656898562,26.77,44.68828196,185,,
4.337660248,48.62,65.90905328,191.485,,
4.05705737,32.4,41.49245507,180.709,,
5.939126767,23.88,52.196381,202.84,,
6.42968327,61.82,68.51606202,180.05,,
6.118731734,39.3,74.99193398,256.965,,
5.233274392,45.49,52.47106506,245.33,,
7.912048515,45.15,45.58409208,223.77,,
5.803696451,50.88,80.31561854,225.35,,
4.341393972,36.37,65.56326219,197.92,,
4.132953817,46.33,50.39713609,229.91,,
4.199943916,28.89,41.82726951,220.092,,
4.613532247,31.84,62.38095488,189.883,,
5.668913347,43.45,64.29790637,175.007,,
8.401706085,27.82,71.51272425,192.601,,
7.4045399,19.57,57.52873802,135.071,,
3.67444624,40.22,53.20367027,191.656,,
5.381334596,29.1,57.55119873,250.729,,
6.317042331,39.73,79.81720385,248.252,,
4.955399412,34.97,52.15558479,267.38,,
6.964931647,39.37,66.2215404,628.51,,
6.788064268,23.22,43.1295197,707.5,,
4.825646362,44.9,82.98138751,611.52,,
5.775390931,46.58,33.9075431,349.161,,
5.457228219,39.9,30.42880592,286.17,,
3.761182535,49.44,33.03997053,397,,
7.973138717,38.45,30.8597113,292.04,,
7.800286171,10.99347688,35.41965784,256.97,,
6.214115127,18.84200196,46.20794191,345.35,,
5.26856997,16.71534954,33.88282685,378.29,,
4.111602436,22.14627951,27.03996594,60.1692,,
7.204025872,20.44218669,20.01682629,58.8799,,
5.635619761,13.35565433,34.26639734,227.819,,
6.830355056,28.41540149,29.74020484,366.19,,
8.663192599,19.58321307,31.82019264,403.961,,
6.587749577,20.51838596,47.74285604,379.58,,
7.980588345,24.95872539,36.35739962,349.86,,
8.052229939,21.70293829,39.79055161,349.12,,
9.648927093,25.82462622,38.3573113,337.091,,
4.856932251,23.57328407,28.41196847,335.63,,
8.957035415,27.76424407,28.95755653,359.191,,
7.144417797,22.2363332,33.77164749,401.099,,
4.87473287,14.92813023,65.1960013,645.37,,
5.357993795,13.98603013,41.17638339,663.33,,
8.259053659,15.96721122,58.87479977,732.31,,
4.66859276,54.68,35.77139593,437.95,,
5.139708365,44.17,29.56512865,218.17,,
4.988360089,36.2,18.48914785,46.6718,,
4.358628407,47.79,31.83350718,332.482,,
4.161170491,22.47,31.20423409,104.809,,
4.585960306,33.95,41.62306047,442.181,,
5.197684808,41.49,34.3229856,82.0207,,
6.53005108,21.8,53.71528305,412.83,,
3.862802344,31.03,25.98991876,74.8288,,
4.820490085,28.82,34.9794779,364.588,,
5.471207736,39.33,38.76868546,374.589,,
3.099781556,37.59,30.74969365,356.58,,
2.742307219,37.5,35.13399285,342.01,,
4.496953865,46.35,43.68910817,344.191,,
5.802031094,37.54,69.66743703,185.04,,
48.46853902,24.52,86.04925382,106.489,,
2.844100604,40.49,58.75682447,78.3864,,
3.79841211,28.33,39.68141061,149.701,,
5.480063748,37.49,57.90323808,148.339,,
4.681390656,41.14,57.04102302,199.609,,
5.52963861,35,46.69709616,176.08,,
5.144273174,45.01,56.65155887,132.131,,
5.744935082,47.13,48.25795867,152.25,,
4.917145606,28.17,39.5394315,178.5,,
6.449956851,43.54,34.74505717,347.79,,
123.4828256,902.86,63.23060353,274.381,,
5.548374551,30.88,43.45896954,202.488,,
4.407138154,35.78,61.04124196,274.475,,
4.621359252,37.92,43.43315005,238.73,,
5.12712138,31.18,39.3884713,180.908,,
5.175590494,24.98,60.10548127,582,,
2.674480719,31.87,104.9658958,329.96,,
4.063992057,43.97,190.2967745,446.56,,
3.687822509,36.44,123.7946734,303.361,,
6.145625847,22.85,186.0335309,344.33,,
4.17685992,50.83,37.39722001,264,,
3.989797014,26.03,21.51151728,101.14,,
4.614706065,17.04,25.10425372,224.15,,
5.277617529,46.98,28.09679574,274.72,,
5.566185561,46.21,30.42790609,213.97,,
6.323727904,30.71,23.55056963,275.62,,
5.429996042,33.93,30.64374074,151.902,,
6.631104012,48.01,30.74048442,329.26,,
5.279236395,34.9,26.57310443,273.96,,
5.129694376,30.78,31.43550836,175.881,,
6.210686,35.24,24.4746205,293.3,,
7.112808634,44.57,27.3618376,336.35,,
8.119510019,27.27,28.29152823,330.009,,
8.275847859,38.17,59.46094397,479.349,,
8.713109953,36.86,38.54363493,199.129,,
5.434353521,37.87,78.29015232,127.314,,
5.628834695,39,27.49789993,122.969,,
6.002162685,33.45,117.0447549,472.43,,
10.28833308,38.59,30.01120906,275.56,,
8.006436529,24.54,28.46266833,251.08,,
12.09180893,75.11,35.50180575,272.59,,
10.33916549,52.21,39.48734835,149.46,,
9.869531896,80.1,33.52812009,369.79,,
9.38636479,39.14,33.33915922,330.399,,
11.73439166,34.34,39.2945729,396.889,,
10.4030786,65.41,33.12169234,358.131,,
11.30308289,66.2,25.6669742,254.769,,
10.95572863,79.8,33.76399593,283.538,,
10.64827256,73.68,33.11951182,291.501,,
8.080075461,36.09,31.53443122,194.83,,
11.63369013,31.15,37.46234097,318.889,,
9.888171273,29.63,28.40949135,275.289,,
10.95438734,38.2,34.1623138,361.189,,
8.22811846,33.77,45.18327065,279.755,,
6.389408754,27.85,37.29270128,131.161,,
7.979425356,43.58,46.42800153,158.86,,
7.052565106,60.08,34.02707063,144.462,,
5.704931419,43.55,32.01372436,326.89,,
7.536529304,40.1,24.82179792,340.281,,
8.713806607,36.07,35.80558516,266.201,,
7.402342848,22.08,41.20013765,320.79,,
6.613775772,23.58,35.70130945,255.741,,
5.820536129,65.37,30.31717958,384.68,,
6.48149181,21.65,36.93158211,356.049,,
6.477841669,16,33.10480426,342.182,,
7.424279923,66.59,40.76063329,366.489,,
6.586635718,30.13,37.14233756,392.38,,
8.233787878,33.47,81.73215767,677.29,,
8.551621196,39.58,34.65485784,379.921,,
8.937690264,21.65,42.50569314,225.808,,
9.628818549,44.45,31.51139505,241.29,,
7.927837704,47.6,32.75325193,219.149,,
8.650613163,44.08,31.34091283,270.999,,
7.869071196,48.78,30.34109231,311.7,,
11.69165949,33,26.05425232,213.309,,
8.405005972,37,32.67985303,290.591,,
11.5679013,82.02,35.95095596,295.092,,
8.322940388,54.37,31.44050603,270.27,,
9.154210851,33.51,54.88952158,146.03,,
6.271364636,30.61,62.75827747,152.798,,
8.98019875,36.12,75.48272287,159.718,,
8.764259776,31.85,48.98773175,207.05,,
8.548456137,31.46,88.31126882,184.94,,
4.875691685,32.96,78.44061393,149.23,,
5.579010612,25.41,35.06830331,301.982,,
5.978022932,39.35,31.05110454,210.54,,
5.396242042,53.81,45.1731788,182.824,,
5.978706616,31.94,37.10513555,449.45,,
5.06902329,38.75,26.11409883,340.29,,
5.556629219,44.08,29.97300194,311.42,,
4.769754328,25.6,32.11245773,282.08,,
5.266854979,30.33,30.46826534,301.199,,
5.722628242,28.13,33.5853365,391.839,,
5.053460681,38.24,28.55478329,283.299,,
5.933286443,32.41,37.28337738,389.771,,
6.057863125,46.26,42.20529185,390.04,,
6.601863504,39.11,35.82872843,318.88,,
6.396317468,38.73,27.10637273,152.19,,
5.480417257,37.88,13.55891135,292.32,,
6.501313893,37.91,15.8203485,242.67,,
5.987817316,59.87,18.27236464,199.47,,
6.224048339,53.14,13.7776773,240.44,,
6.456722985,53.59,25.02797956,167.05,,
5.79356029,34.97,21.57290453,286.78,,
5.87515342,26.35,14.85829377,252.8,,
5.356925491,52.61,22.62792749,206.87,,
6.724585746,40.52,22.14058389,301.76,,
6.112964585,51.06,33.84829259,310.66,,
6.632341188,43.93,18.94038199,258.09,,
6.693871972,41.93,16.58866646,204.15,,
5.205487668,31.33,33.52988873,232.83,,
4.274501199,26.71,26.6998435,329.93,,
5.765474167,47.89,17.10216301,237.78,,
3.612833098,30.5,29.41988395,266.75,,
4.425390718,27.57,20.45283303,238.499,,
4.241324586,34.97,14.38744554,297.68,,
4.887049978,32.9,31.09595249,357.61,,
4.429972255,34.73,27.37995384,316.79,,
4.22785164,30.89,23.85096039,445,,
3.838080039,31.63,16.84731941,292.781,,
3.168347889,16.3,19.58552782,354.6,,
3.692509236,39.28,15.61740098,327.43,,
3.477975466,32.31,15.10135854,215.59,,
3.749989871,37.26,23.443087,240.19,,
3.849488377,28,17.79674523,321.55,,
3.365996525,29.19,17.17749727,237.86,,
3.400783124,21.99,22.21016358,348.98,,
5.263004931,28.96,22.20041352,235.02,,
3.88847566,32.74,20.22439884,239.79,,
3.620663193,36.58,24.57872682,327.51,,
3.926430016,34.98,27.78076291,435.19,,
4.553421072,29.54,21.66549095,319.09,,
4.041451282,25.15,19.91660704,280.311,,
3.830830875,30.52,16.29502525,404.65,,
4.652392096,29.17,36.19151465,278.18,,
4.680117652,29.07,18.98806517,189.289,,
3.420831687,26.95,52.18287582,174.91,,
