GABEL,GH,NABEL,NH,e1,e2
2.471823936,17.34,48.41757453,534.73,,
2.270282258,15.55,35.08146389,582.03,,
2.991794018,1.96,43.97310174,650.49,,
5.862361483,13.03,41.68163149,286.01,,
2.744215033,11.79,51.62346371,215.31,,
2.062559582,10.14,86.75552355,363.55,,
3.33825633,3.6,81.05161899,196.62,,
3.006181195,11,61.83099631,91.3898,,
5.375509397,23.09,71.56470359,162.541,,
1.89211028,0.41,56.89748117,235.768,,
2.7149987,6.25,71.39644715,224.78,,
5.18376556,5.88,68.26534506,237.78,,
5.302949113,13.96,62.74927732,191.033,,
3.003625933,20.77,60.22515613,155.516,,
2.91876288,1.58,49.59026595,257.088,,
4.206916937,12.92,50.95829455,220.769,,
1.789100639,10.41,47.8021509,255.511,,
2.51362797,6.83,55.85661327,220.609,,
3.31219184,1.18,47.79821687,211.328,,
3.106209217,21.65,44.14875193,210.53,,
3.266924434,19.14,59.74924011,268.194,,
2.93275555,14.06,52.35495185,204.62,,
1.942265115,14.53,36.58720064,197.281,,
2.832132228,5.53,50.20676484,80.1198,,
3.168671935,5.55,97.0368238,237.56,,
2.613141265,12.66,49.82129524,246.82,,
2.253312485,8.92,77.55973121,228.57,,
4.005937573,13.17,54.61938952,221.582,,
4.86932308,15.68,56.91658139,246.239,,
2.993807628,12.96,45.53035802,222.707,,
3.288621736,12.51,56.14090158,198.183,,
3.045750268,5.64,46.76783032,232.529,,
3.024068135,6.87,72.84016683,173.453,,
2.918041284,21.46,45.37647745,192.309,,
3.834502284,24.22,66.2951256,248.56,,
2.380730458,7.23,69.4083534,277.99,,
2.997707593,8.58,77.46412509,171.4,,
2.233599911,6.3,80.80503043,250.66,,
1.571412083,4.15,52.18458209,219.552,,
2.915928176,14.16,45.84398056,121.41,,
3.407939934,16.57,43.5035508,182.151,,
3.498591705,18.11,49.13354131,200.26,,
4.233295268,10.71,57.17109967,107.15,,
3.572462873,19.57,50.80432974,243.159,,
1.533301539,7.25,43.49509713,142.702,,
3.76687545,10.66,51.79635518,279.25,,
4.146572241,41.45,59.56543978,105.29,,
2.205039602,8.62,64.29237195,100.447,,
2.232894603,4.17,57.31012228,105.322,,
4.46868967,8.26,44.64160734,177.281,,
5.97322653,11.45,40.47627327,191.41,,
5.7278736,10.75,36.86204493,159.214,,
2.38763639,0.28,42.57260409,191.24,,
2.638964962,7.26,43.57290429,252.353,,
2.74707017,11.72,30.37069474,263.72,,
2.372069615,0.11,33.70213732,255.33,,
3.923521993,14.02,40.62126042,93.63,,
5.208527872,11.5,35.58894713,150.47,,
5.996467665,15.24,34.72895122,1014.15,,
1.654426244,8.44,36.56364337,992.49,,
2.856827207,7.3,60.1540313,1082.09,,
3.765670811,31.48,62.20068684,1026.23,,
4.853197153,9.56,41.74542526,1103.1,,
2.774257918,11.49,44.01048463,272.44,,
3.744241199,6.4,62.93142587,396.52,,
2.537909718,16.2,46.09632379,409.07,,
4.628086386,45.28,57.26287511,553.12,,
5.277508594,37.65,49.34645485,621.98,,
6.188888461,37.68,47.75762479,597.18,,
5.399139439,43.71,51.91440157,639.44,,
6.070724076,33.27,51.03563158,576.35,,
6.005699077,56.71,72.44340659,1019.63,,
6.062261556,74.35,65.77296014,938.9,,
5.63514887,45.66,66.06573659,980.96,,
5.238538045,33.29,52.60386444,905.53,,
5.664730288,43.74,49.88269182,425.97,,
4.365440158,24.39,53.05009057,537.93,,
6.17232512,60.85,61.1775122,1031.77,,
5.488842893,37.67,68.8086524,1200.06,,
3.49613417,21,61.93831213,1000.74,,
6.871456074,32.78,61.73351663,1367.34,,
6.455357635,27.96,60.97536658,860.3,,
5.453024481,27.34,50.53598711,457.1,,
5.145947627,34.05,46.45550683,777.69,,
4.984476108,31.51,48.70271316,776.22,,
4.713375258,31.43,82.27437395,332.13,,
5.689072761,25.21,43.23054653,395.35,,
5.019499733,37,56.33241357,474.53,,
5.318785675,57.47,64.59531154,1297.46,,
4.55130096,40.59,50.46037098,703.32,,
4.788101279,21.86,65.6860626,792.86,,
4.789982559,29.7,70.70698549,1242.93,,
3.275092525,16.55,44.14373368,429.21,,
2.538454713,6.83,53.31903096,654.95,,
3.914919483,14.26,65.55237608,727.75,,
3.73860774,0.61,68.35219139,696.98,,
2.429150768,10.34,65.59288045,573.29,,
2.22792985,0.54,54.44655108,818.44,,
2.828054254,20.42,50.0869449,680.81,,
4.543512221,17.13,53.28371597,618.27,,
3.331196683,5.27,67.53757388,674.34,,
9.736430685,17.86,39.30597944,269.62,,
2.772636317,15.5,47.95810306,242.88,,
3.953412065,13.74,61.18326195,742.03,,
4.225780415,12.69,60.39750451,321.36,,
3.952315088,28.43,48.96108901,183.51,,
2.740090834,10.16,70.20034755,608.85,,
5.03818514,20.12,76.04367299,1215.01,,
6.559976431,10.56,73.07870599,1340.64,,
4.858278095,9.1,65.2770419,1383.67,,
2.019710568,13.47,72.69596133,1435.1,,
2.656952222,11.68,58.57626873,1272.96,,
2.026650023,11.31,59.57960109,1313.87,,
2.642985476,23.9,72.99755529,1392.27,,
1.379018003,4.12,66.89963421,1404.06,,
2.525883082,11.47,53.5132936,1437.35,,
2.920604137,11.58,65.36670812,1403.74,,
3.237804255,0.66,69.45867383,1365.09,,
2.857881679,10.38,80.65953849,1410.62,,
3.177228251,11.4,54.14654586,1328.97,,
7.58656983,14.01,70.53535712,1547.65,,
2.707568303,7.12,61.25994462,1381.28,,
2.89839885,15.21,51.80307366,967.4,,
3.947840102,4.9,52.20119392,1069.09,,
2.570575755,3.41,71.5686337,1398.1,,
1.711034193,4.43,62.22151935,1351.1,,
7.035694287,13.57,58.14948263,1359.47,,
3.057657148,9.5,55.2893028,731.68,,
4.093847565,6.81,54.51772592,843.65,,
5.445940723,12.77,60.05887523,1061.32,,
4.352523075,10.59,65.0283884,1211.08,,
2.479972847,3.99,50.92682732,409.17,,
2.46906018,14.52,48.44382358,130.96,,
2.90953225,1.89,48.40549458,389.5,,
3.7558082,18.89,40.34559766,379.09,,
1.04853396,3.15,12.97502054,654.33,,
10.88868246,19.99,237.2111559,1872.2161,,
2.477450754,8.29,230.5821565,1924.571301,,
3.425054995,5.42,236.920815,2185.854323,,
1.821123975,0.82,241.4634701,1449.874279,,
2.923604906,18.24,270.0224546,1857.086334,,
2.757262413,7.69,245.1317137,1362.369116,,
3.65155172,16.07,172.2754735,1666.093374,,
4.535093089,20.71,237.4000127,2192.558944,,
3.116558373,5.46,247.2058333,1376.177677,,
3.191349005,18.28,282.126836,1962.728482,,
3.857995343,19.53,239.6679953,1969.92609,,
4.4194571,0.74,228.9503769,1364.045271,,
7.808229155,10.94,189.2124735,1165.568772,,
5.266584904,52.22,243.4862749,1796.838413,,
1.533046243,4.94,201.7337158,1769.280449,,
2.886288673,6.51,221.6090471,1740.593545,,
1.280243233,1.59,239.8781232,1288.667584,,
3.601983913,3.86,226.4129327,1897.161233,,
2.65620906,0.77,35.04088445,388.819209,,
4.473545046,14.81,34.94045635,439.6427007,,
3.548465925,6.66,39.56675847,423.1794053,,
2.749008154,10.41,40.08685108,425.6926522,,
3.54098222,10.71,40.26133167,432.9449815,,
3.008482401,19.7,218.9550791,2859.767325,,
2.98214382,1.52,34.81746191,389.6104528,,
3.951741689,8.16,39.13061477,461.4844823,,
6.54711073,9.21,36.70194271,378.9042578,,
2.703131997,2.63,41.6794081,318.5227374,,
2.521747684,7.56,31.8835993,390.7433366,,
3.06235657,19.38,40.96093849,407.5536946,,
3.080465176,10.58,37.19926783,319.3080654,,
3.43028198,14.02,36.4817964,394.4865856,,
1.515155136,6.41,37.35292563,419.448974,,
3.114252992,13.62,38.10905746,442.0164323,,
2.036452561,6.86,35.20186824,429.1406021,,
2.523679058,6.46,32.99497801,349.7184512,,
2.680396203,13.85,33.38156986,463.7024301,,
3.108879047,8.53,40.57087728,369.2920005,,
1.966811722,9.19,38.4133687,443.2005866,,
1.885356397,6.5,36.26175375,420.8633532,,
1.878541565,6.04,35.42827674,391.5331015,,
2.700948771,9.41,39.35441155,476.3712058,,
2.607059849,12.81,37.59581126,454.3785701,,
2.336422019,4.46,38.82608556,416.377173,,
5.716876365,49.06,39.49983047,434.9691855,,
4.020879934,43.66,40.64453964,393.3053892,,
5.110151807,54.14,37.07866839,364.0155624,,
5.945321292,48.42,41.14851962,431.7144864,,
4.635483635,31.86,34.59139807,347.3092246,,
10.49626468,31.76,33.73310298,421.1103396,,
4.065502436,15.4,198.1319321,2667.650356,,
6.413749907,22.85,29.40446412,399.6629474,,
5.770810615,42.13,37.70387994,458.4146533,,
6.373870086,47.75,40.81746045,463.8020134,,
7.028714912,32.71,35.22625772,452.6141702,,
6.418504262,48.62,34.61366539,444.870333,,
4.955304324,14.6,39.25100647,411.0997489,,
5.366967244,42.82,36.49050233,409.9698231,,
5.514599126,37.52,223.562441,2952.103759,,
6.12745517,56.9,32.88646019,440.8786186,,
5.271169761,40.33,222.1241757,2950.521272,,
5.117247842,14.41,50.4079087,431.4122855,,
4.247827253,26.53,37.02786036,404.1027868,,
5.500732358,50.18,44.86137212,373.2896307,,
5.798986765,36.01,41.12100322,343.7099277,,
4.16002601,33.5,34.75717024,368.3592694,,
7.251206789,31.16,41.86386902,340.0140054,,
6.372633453,13.78,202.8610367,2245.357834,,
5.298154187,16.47,38.27271026,326.7521666,,
4.780874043,11.37,232.3960408,3013.539779,,
4.615817906,13.93,39.00183271,437.7762525,,
6.240932866,24.92,256.8790986,2586.652619,,
6.444521771,43.41,41.4697638,385.7661415,,
6.03903933,22.71,190.6297948,1952.765218,,
4.540752043,15.6,208.3564684,3124.949873,,
4.360651408,17.34,37.66550671,330.0058797,,
5.274552659,30.46,219.2042562,2807.56002,,
4.948009033,30.73,215.5149328,2044.268505,,
5.371705805,10.96,191.3046706,1713.07995,,
5.328301698,19.61,203.7216794,2942.002459,,
4.587311265,21.64,224.5048006,1605.357396,,
7.10189039,25.04,37.29173406,315.7048246,,
6.609023667,19.44,206.5811919,1783.133379,,
5.517131335,26.53,213.2511908,2070.549633,,
3.645348123,16.42,219.0943781,2237.519344,,
5.620206397,72.13,219.7043242,2442.059581,,
4.988256085,17.56,208.2294076,2810.522871,,
4.816029033,15.56,34.48748358,479.0333347,,
6.932010444,20.59,153.0241053,2232.643704,,
3.787486624,19.37,203.5706702,2535.283391,,
7.01018104,18.83,39.6893618,388.9212572,,
4.70160175,24.47,210.0994691,2306.685396,,
5.568650676,26.41,167.4253577,2233.575449,,
4.435644618,28.4,178.9527032,1950.551707,,
6.396486848,20.82,190.9994072,2735.28815,,
4.413794137,33.42,226.2283413,1726.434963,,
5.6114611,24.95,217.5276437,2059.013741,,
6.902199109,43.86,208.3008472,2366.435401,,
4.879976355,35.61,169.8814091,1222.607348,,
5.654231278,17.64,203.3551187,2884.219472,,
3.069775735,16.98,201.1566943,2601.102064,,
6.589255575,26.9,165.5727365,1428.971637,,
5.368851258,14.14,181.1283973,2123.033011,,
4.670876029,25.07,238.2615857,2371.31597,,
4.324405897,34.91,174.0451333,1643.623034,,
4.675606202,33.89,36.04118143,438.8992765,,
4.018233234,25.57,35.77548627,450.0974724,,
4.385091236,14.36,220.2011862,2121.716736,,
2.812337418,18.77,39.40592888,300.2797596,,
4.82219503,25.51,39.76937869,384.9221481,,
4.135203558,29.77,197.6352397,2071.530677,,
3.850858396,20.93,237.4222423,2031.002229,,
4.853811975,39.69,190.6114035,1593.579941,,
4.058011511,18.44,36.11262897,428.5440881,,
3.644142633,11.99,140.6116546,1140.628568,,
4.771272178,13.42,42.2351146,436.3416608,,
4.732434075,15.04,45.14386055,418.4999743,,
4.249559579,30.86,209.0225287,2060.586369,,
4.360824141,21.29,197.7009862,2066.55151,,
3.551066625,28.66,38.51066761,401.3317078,,
3.62893692,21.44,43.12580338,417.3103971,,
3.899561436,13.22,177.5834205,1933.538732,,
3.829049589,22.98,187.7103954,2162.38815,,
3.844591477,18.71,36.83958662,352.7784205,,
3.873333763,32.55,39.79261287,314.4743295,,
6.953083857,34.74,185.7663242,1328.229778,,
4.999262082,31.1,203.8425177,2632.204603,,
5.745775781,13.49,37.1364617,353.2699284,,
7.184926012,19.02,42.39056086,350.2020713,,
4.854197155,9.08,37.98920762,440.2367498,,
3.640730071,15.46,182.209006,1263.091427,,
4.688603823,23.85,40.46195967,427.8193974,,
4.502444676,23.12,204.6617255,2850.356207,,
4.490137664,26.76,183.2534684,2801.841372,,
5.374836669,54.1,37.71252837,473.2693326,,
7.523346905,4.56,41.69464396,373.9788263,,
4.261083134,31.37,156.6661112,1391.40604,,
3.570885634,10.18,36.63761731,379.943967,,
7.2044583,7.8,207.5378561,2044.855159,,
7.92582366,19.53,193.4845292,2836.547646,,
7.157511669,29.56,198.7645667,2486.083305,,
3.564423735,31.3,34.28672771,410.2133586,,
6.78264939,5.89,34.95845708,390.4988151,,
9.837544528,48.14,226.0111786,2586.164562,,
4.599905645,7.52,190.7888054,1779.041588,,
4.419038863,11.81,36.73679853,333.3157933,,
7.486182898,14.09,218.0991108,1297.196256,,
4.487334396,23.07,141.9926939,2242.794303,,
4.731069761,61.74,40.20274486,438.9027274,,
4.826758214,79.94,50.59129934,467.7399923,,
4.796783115,49.94,37.05254358,420.5049518,,
4.890897703,63.51,37.12321627,337.9922664,,
4.623855061,48.03,34.14800305,304.5712099,,
5.366729599,53.28,211.4243527,2397.296376,,
1.104764406,3.08,39.01887859,365.7962308,,
2.323553707,1.84,36.53760346,325.4201161,,
3.6422114,12.08,35.7581948,319.0167102,,
3.800941999,11.57,35.69320618,385.6207104,,
2.293621719,10.43,37.43140728,283.5655339,,
2.749549384,8.4,38.24877513,393.6982997,,
1.595923027,4.2,38.44359314,354.4008402,,
2.11619606,0.26,33.99889965,333.0619051,,
2.53772154,0.19,188.2604361,2093.074201,,
5.793906425,6.98,180.5661195,1721.800887,,
4.856855648,13.77,159.3398308,1548.861105,,
4.408600823,15.12,37.99672364,460.7987376,,
1.85446916,0.17,37.72460469,415.4331032,,
6.419358433,13.11,189.6363812,2802.082936,,
3.1214299,1.61,211.4396027,1609.202694,,
2.980828694,46.54,172.5265925,2318.867101,,
2.931792435,45.77,36.539966,350.5067372,,
2.336701389,43.02,35.59011428,411.2974367,,
3.042387211,54.29,203.9805628,2803.271034,,
2.812136639,33.61,36.4510107,401.586582,,
2.802606642,35.1,193.6187945,1838.392273,,
3.076614675,43.04,194.3303826,3101.626666,,
3.119619915,32.85,198.697262,1869.94836,,
2.632474786,39.69,229.2761302,2281.740263,,
2.428282664,36.59,42.73103384,471.1978019,,
3.044082559,54.56,154.3676486,1580.279156,,
2.364097356,23.29,37.58249322,439.553963,,
2.718961996,61.59,244.9073072,3073.279923,,
2.742636294,45.37,205.3530323,2776.442691,,
2.863425134,51.92,227.8603328,1719.44441,,
2.789433473,64.1,279.8071034,2517.338671,,
2.368214488,31.88,221.4085958,2548.544737,,
2.729659225,45.53,215.7262113,2247.77347,,
2.785013776,63.13,41.89383453,417.3961768,,
2.839143954,52,187.115181,2081.434782,,
3.061879766,69.34,216.5396214,3009.093037,,
3.506009679,47.11,189.4726707,2680.813105,,
2.93516428,59.78,37.11773859,378.0696311,,
2.84886366,43.05,36.43756759,428.1585724,,
2.670996807,56.22,198.389037,2976.851699,,
2.866422898,50.05,43.5642479,431.2076959,,
2.661427916,61.79,42.2981104,460.9426898,,
2.950262778,50.54,40.10095151,451.0341474,,
3.312813988,55.79,195.9147041,1975.634878,,
3.294577755,68.45,46.22635636,403.5555714,,
2.844188715,29.72,37.30867222,379.9469249,,
2.799199371,34.87,40.51151431,385.073495,,
4.329032153,25.99,198.7916682,2041.704973,,
4.255413227,34.55,176.6437214,2764.270846,,
3.821292068,46.92,191.9114273,2294.55792,,
3.583685703,45.45,183.6546297,1428.182858,,
3.266665114,47.13,216.4059646,1917.1272,,
3.650112734,44.67,207.1217205,2264.682918,,
2.902534227,41.76,41.44988547,369.7386466,,
3.052808163,36.23,37.00291385,365.6483348,,
2.909771281,41.68,37.16348714,456.9480175,,
2.723143711,19.25,192.0419529,1646.970415,,
2.586913356,71.12,35.83680044,380.4842806,,
3.180068716,34.16,190.0786443,1598.904199,,
2.989404445,31.01,244.994279,2717.939943,,
2.965405452,43.36,33.41371333,442.4157516,,
2.971613867,35.7,33.76258559,413.717016,,
3.586118116,40.91,212.4773086,2634.817433,,
3.098015042,38.55,260.2876604,2383.246252,,
3.622239798,38.39,192.2146665,2785.479139,,
2.827898896,47.57,38.5666083,417.3656116,,
2.875692592,51.27,37.75532993,372.30415,,
2.838576465,36.31,35.45149239,391.2373094,,
3.242215037,41.47,39.54856449,400.7978031,,
3.533433613,65.56,36.77441071,391.4808449,,
3.321262178,38.93,30.86860214,352.6354543,,
2.962408068,38.54,191.9214313,1851.022596,,
2.836537741,37.28,181.597814,2044.81079,,
2.711234476,36.78,221.5853821,1693.902762,,
2.877777341,40.03,206.6599862,2568.362808,,
3.045880569,28.31,40.1246681,506.1495825,,
3.084186451,36.46,38.31780094,471.2949203,,
3.2895246,49.16,44.09542865,396.6562207,,
2.953490036,35.15,38.21452592,418.8401352,,
2.921256344,48.93,267.2031163,1892.127838,,
2.583087282,26.38,198.0724988,2097.264589,,
3.098056638,35,39.89627071,371.4256475,,
2.837396605,41.71,217.6004212,2419.234291,,
2.949317031,46.41,215.3376183,1846.72375,,
3.017837803,28.05,37.16445926,413.9112529,,
3.504531388,49.38,36.56468331,318.2249733,,
3.392205241,38.63,37.51890092,436.0463617,,
3.14769589,34.15,35.56437801,398.8761404,,
2.894720778,42.69,194.8941083,1963.56656,,
3.124827249,27.07,246.2362473,3016.192048,,
2.749018005,26.06,36.53817302,334.3288812,,
3.101840702,39.27,33.58024124,397.7905834,,
3.027069084,41.6,39.00610323,417.6056962,,
2.962404942,41.61,40.97966122,390.6412883,,
2.707706392,40.8,44.90987902,431.0627578,,
3.315650734,51.83,37.76723117,370.8261755,,
3.569163962,28.68,40.51956749,451.6321405,,
3.091414459,45.45,37.50010474,408.2818362,,
3.530269375,43.6,43.79893663,477.0697681,,
2.552824395,12.81,38.47521193,430.4248328,,
2.56775557,31.61,42.11193686,443.4914489,,
3.708772734,38.92,40.80737205,485.0536899,,
3.58726344,39.39,41.8896527,507.8306676,,
3.562483141,25.46,43.11891825,484.9062868,,
3.104725446,35.18,41.62755302,491.0124217,,
3.184281666,30.32,43.81025752,463.3031108,,
3.9699339,45.74,35.37479439,490.7693792,,
3.145702438,42.2,36.70691058,454.2863816,,
3.730732711,32.4,37.63554175,412.2395345,,
3.573347852,48.32,35.23987556,372.6941026,,
3.827516606,33.13,37.63479846,338.9851419,,
3.025030231,29.55,37.49321559,362.494205,,
3.660238176,34.41,39.34487679,450.5411606,,
3.920756379,31.04,40.18416851,452.1187185,,
3.425264754,29.62,39.51152995,449.8455562,,
3.721355445,41.16,35.17082559,433.8772196,,
3.25245893,25.17,38.31970194,464.4897301,,
3.338140724,37.32,44.01157765,458.7203052,,
3.764538462,29.03,38.19039275,415.142734,,
3.510381518,26.01,31.35267709,440.7302296,,
3.744163235,32.12,38.62668233,437.5238432,,
3.723512047,47.05,37.39896301,463.2104292,,
3.641406766,37.75,35.69905497,481.7955399,,
3.479798361,39.98,36.05251401,479.9675447,,
3.679694729,35.38,42.77082276,470.6500936,,
3.775274871,32.23,40.44934657,507.36726,,
3.598705513,41.66,39.65494565,438.7967352,,
4.019219357,46.15,39.22711803,402.52375,,
3.29346503,18.81,38.25749909,478.9855149,,
3.918842713,51.33,38.17065262,464.8989091,,
3.923331265,36.67,41.76269735,460.6883086,,
3.734216378,28.44,41.7795893,438.0656358,,
4.353672313,36.71,37.03520283,503.9804404,,
2.966937184,29.51,42.17022323,508.5159193,,
3.015810031,35.06,36.63466875,465.6758564,,
2.599455144,29.65,40.1812199,423.1301066,,
2.85657686,50.92,38.10293408,405.6783727,,
2.973444136,56.02,40.10220594,465.27703,,
2.261347688,13.39,38.62566502,506.0509851,,
3.145379332,29.54,38.96277665,501.7176308,,
2.688074169,36.38,44.0716946,423.312,,
3.008930181,31.29,38.40918947,411.53,,
2.685653188,50.76,37.11877689,321.57,,
2.768571953,51.09,54.09159777,415.38,,
2.740538441,27.06,41.0733473,353,,
2.59263039,44.21,47.32462022,373.96,,
2.472184616,34.46,43.91802438,361.17,,
2.549233715,23.25,47.19849174,370.412,,
2.741239509,47.14,52.03735696,431.488,,
2.627269753,52.8,43.91979468,352.161,,
2.556934057,31.91,43.07351786,304.8,,
2.487060891,37.44,45.27992171,316.501,,
3.019844686,57.69,43.64300904,366.667,,
2.583633483,33.01,40.92125498,205.89,,
2.750791906,44.48,40.56125232,207.692,,
2.772956749,53.03,37.03449342,182.711,,
2.796068366,39.59,45.84706316,308.619,,
3.247734853,37.17,9.859267105,70.1495,,
2.342602345,16.42,9.665980943,57.1203,,
2.633838154,46.86,41.44645562,219.542,,
2.753570049,52.57,63.92029213,617.02,,
3.031037412,41.5,47.78036298,307.25,,
2.60110764,37.92,23.3368546,122.626,,
2.62167946,38.59,53.98342919,156,,
2.695009072,55.62,49.71892514,328.71,,
2.633868318,61.4,56.29603973,244.37,,
2.529998613,52.99,26.35880211,117.03,,
2.766982277,41.51,37.88716442,166.771,,
3.012269413,75.54,68.61674063,168.71,,
2.91664649,34.13,47.84933589,188.546,,
2.758969256,46.45,66.21699093,670.39,,
2.691786694,45.12,30.59568541,180.104,,
3.77840155,45.14,33.76827418,248.46,,
2.838085528,66.78,32.2114596,242.56,,
2.608843483,23.1,63.50598676,674.59,,
3.189695216,62.81,70.82418545,273.42,,
2.814842375,25.95,49.78645633,244.41,,
2.943761096,69.45,53.90623768,313.96,,
2.783581894,54.37,57.98462437,342.941,,
2.431430379,23.67,46.32732992,316.03,,
3.056949254,70.25,51.78365901,221.53,,
2.68339312,56.98,48.92134031,236.152,,
2.716515847,43.91,43.2234743,188.06,,
3.217815225,26.31,86.05339741,1379.73,,
2.928123337,51.72,34.19493631,198.831,,
3.25676606,44.08,38.47520656,214.536,,
2.908078922,49.39,47.29950411,225.52,,
2.937778548,39.06,42.08228176,220.369,,
2.912952332,50.69,49.3541108,261.362,,
2.543122235,37.79,40.49129785,179.87,,
2.467400861,47.63,40.0480481,357.151,,
2.736312253,50.6,44.79488852,336.181,,
2.693760123,33.18,37.81161378,205.161,,
2.80274893,34.61,44.77114941,192.1,,
2.727777454,49.11,55.28985798,227.84,,
3.340184716,30.23,54.22618088,207.57,,
3.11582271,60.06,42.69380288,217.11,,
3.124395111,43.99,40.12331739,216.72,,
2.711504327,41.51,42.34465596,153.81,,
2.706988764,46.63,61.00001457,515.02,,
2.977788219,56.44,76.54561633,619.53,,
2.95645287,58.17,54.33094452,490.01,,
2.774267741,61.23,55.6155222,281.423,,
2.775807828,61.76,48.2389139,365.37,,
3.183207936,41.31,43.81416338,287.05,,
3.394882603,46.34,31.19659321,171.081,,
3.341245569,35.7,34.56495339,172.61,,
3.781183159,45.31,60.15535969,213.78,,
3.043849505,46.18,48.61756688,116.966,,
4.06127189,38,35.22783959,118.721,,
3.220022218,57.93,50.33934215,357,,
3.014440598,56.73,43.52567932,229.95,,
3.079639542,61.15,39.54944727,269.289,,
2.560776083,36.46,42.37088501,190.55,,
2.713500085,36.72,52.00936608,291.04,,
2.91380891,56.45,41.0004804,263.759,,
2.917549775,30.7,35.2315359,172.27,,
3.545428871,42.07,42.82347777,228.35,,
2.618213896,56.3,55.02652512,319.897,,
3.034583956,61.2,42.20357216,197.431,,
3.45282673,45.49,31.60450481,191.808,,
3.617600459,49.56,50.19006958,255.94,,
3.129955756,39.65,36.64898691,229.867,,
3.525134163,64.45,38.53079473,218.737,,
3.373356257,59.12,36.08570247,134.329,,
3.111946416,50.64,50.08616203,203.36,,
3.377433108,36.54,43.30583048,206.488,,
2.960236012,30.88,39.08745678,138.89,,
3.015769005,43.17,42.1531331,191.86,,
3.258693385,43.13,41.98106872,199.652,,
3.419819653,45.95,49.07372552,168.27,,
2.847588594,32.1,40.28976589,156.03,,
3.231961375,26.95,46.69108534,204.78,,
2.961132426,35.54,65.10738572,202.51,,
2.962217976,46.23,33.91700747,181.3,,
2.770518923,37.52,49.58271309,201.16,,
3.561046558,48.21,38.56756262,152.851,,
3.332501414,31.49,53.9828195,214.41,,
3.138919378,33.11,46.67430399,196.921,,
3.620583798,33.7,66.09807839,208.501,,
3.54409829,37.62,40.98792282,200.35,,
2.857956896,31.75,36.61368295,200.111,,
2.388509526,33.93,45.91809028,204.81,,
2.987183745,48.49,41.14160708,196.99,,
3.372563112,34.02,53.3054502,182.119,,
3.219114146,40.03,21.74026255,62.6803,,
3.168757193,37.67,69.61802097,213.36,,
3.209693405,42.22,64.17555538,180.619,,
3.09002575,26.22,62.94692379,183.909,,
2.99779513,30,50.73867463,189.229,,
2.701346857,38.96,57.2067017,171.831,,
3.147714286,31.56,35.49795957,198.311,,
3.651834324,48.81,38.83904531,198.3,,
3.172015017,46.39,38.56422454,207.09,,
3.643521064,29.41,60.32225049,204.71,,
2.750119239,34.26,43.09734283,222.371,,
2.947940921,47.24,74.42699269,589.16,,
2.544705093,34.48,59.31842189,346.24,,
2.836494257,61.4,56.08047893,279.931,,
2.756506023,44.9,48.75553355,214.759,,
2.559260964,47.33,60.9601532,878.93,,
2.892142907,56,64.47959343,451.879,,
2.723915947,54.43,69.90570606,846.08,,
2.512236989,65.18,65.11438553,337.076,,
2.821716451,47.48,70.34281759,436.345,,
2.854262624,84.3,47.75528093,365.156,,
2.751836472,72.3,73.81648801,746.45,,
2.761772207,42.98,64.29774314,512.57,,
2.763932251,87.94,58.94951102,662.301,,
2.808187408,39.53,49.34630383,445.931,,
3.087205709,55.4,41.73796028,358.471,,
2.772394996,41.68,51.73080194,333.379,,
2.453056407,45.77,52.37644427,542.481,,
2.849566198,68.63,41.30263372,267.337,,
2.944806483,54.26,48.79286972,291.757,,
2.779453541,68.83,70.02325686,625.72,,
2.80504903,53.82,54.16563379,389.78,,
2.73204647,69.29,57.4633075,505.369,,
2.447044135,63.75,54.80014353,548.65,,
2.836841788,36,54.82326117,304.641,,
2.599902986,33.8,59.42840044,424.95,,
2.725682459,31.95,85.2018854,568.94,,
2.982990126,52.19,81.8442811,698.62,,
3.090638378,54.38,62.54967693,701.62,,
2.757901893,78.44,63.00149429,561.609,,
2.605771758,32.2,67.32163236,808.711,,
2.7873852,50.97,66.93738122,569.951,,
2.726233639,28.9,68.9392594,767.621,,
2.930067315,56.01,57.01528738,476.95,,
2.832089655,38.9,65.33171192,558.119,,
2.603803068,30.56,70.5538279,387.267,,
2.580103498,40.12,70.61515449,659.888,,
3.171594224,36.97,68.18293312,525.39,,
2.958860565,39.05,58.91136103,673.332,,
2.816745897,57.09,63.744629,434.71,,
2.876671755,33.33,61.97713096,666.961,,
3.115493352,40.16,72.83996985,281.739,,
2.984898811,35.53,18.13795405,114.46,,
2.923759213,36.42,12.74016598,40.3699,,
3.087080423,45.18,13.46581975,58.6134,,
2.946819211,52.13,59.11723853,261.75,,
2.979013345,48.4,17.41906595,87.3903,,
2.887051063,45.32,20.04982015,108.92,,
2.864664144,32.41,15.2100407,122.85,,
2.922122693,44.03,48.67779558,311.788,,
2.842815,39.81,8.551639754,65.0495,,
2.697327797,52.2,17.45961521,122.6,,
2.574687866,43.98,6.491773606,69.1701,,
2.572589453,48.1,28.85481811,117.81,,
2.642873082,22.77,15.47996263,111.97,,
2.76017635,36.44,20.47602465,118.58,,
2.866600379,50.92,12.2508605,67.23,,
2.632942402,58.93,27.02085135,155,,
2.87683959,61.27,32.99294694,117.929,,
2.768662997,59.11,22.83004256,98.27,,
3.174627463,58.39,25.99956494,131.71,,
3.111391951,52.59,19.05218369,112.171,,
3.091337417,51.34,14.20346941,105.58,,
3.015124678,59.13,38.56458133,123.35,,
