Surface,Volume,Soma_Surface,N_stems,N_bifs,N_branch,Width,Depth,Diameter,PathDistance,Branch_Order,Contraction,Fragmentation,Partition_asymmetry,Pk_classic,Bif_ampl_local,Fractal_Dim,Bif_ampl_remote,Length,Height,EucDistance,Class
1532.05,289.428,142.585,3,143,289,12,44.42,0.417753,67.8912,20,0.897443,1237,0.663374,1.12307,93.3722,1.06705,89.9817,1025.54,49.38,38.2353,Glia
1635.84,374.278,223.859,5,134,273,9.14,47.6,0.449472,65.2223,18,0.87885,1156,0.669614,1.07531,100.589,1.08998,97.2386,1020.02,57.96,39.4659,Glia
2515.77,467.748,110.304,4,216,436,18.1,48.9,0.43736,75.4672,21,0.876594,1924,0.612108,1.11622,91.5514,1.09292,86.206,1642.2,63.72,46.8747,Glia
1295.2,249.067,146.31,7,94,195,9.66,43.14,0.464571,61.288,12,0.886573,910,0.593412,1.12007,98.8916,1.07939,92.3557,801.695,62.33,48.4185,Glia
1771.8,307.628,108.456,6,135,276,11.98,40.52,0.44802,66.8308,15,0.864586,1465,0.628717,1.07119,98.8621,1.09459,95.0327,1166.6,55.62,34.9329,Glia
1629.91,274.912,197.724,7,116,239,10.43,38.09,0.472068,74.8999,21,0.866536,1214,0.636523,1.06635,97.3911,1.09164,95.9479,1017.25,63.77,52.4521,Glia
2110.51,400.501,160.71,3,164,331,9.79,65.55,0.474325,68.3504,17,0.882201,1563,0.619042,1.12126,98.2273,1.08733,89.4503,1296.38,60.74,45.7345,Glia
1467.79,237.46,126.053,5,116,237,11.86,34.33,0.429365,56.8795,12,0.871749,1197,0.60061,1.09708,89.8208,1.0858,85.4725,989.663,62.98,46.7264,Glia
597.773,68.6982,98.6299,5,64,133,11.39,27.64,0.351437,81.8107,16,0.880329,668,0.657105,1.33492,93.2712,1.08241,90.9432,519.803,50.15,49.0397,Glia
3419.03,661.684,165.751,4,215,434,51.02,27.44,0.524966,84.2735,22,0.759664,2372,0.671978,1.28126,89.3366,1.20536,89.0778,1864.92,36.61,34.8696,Glia
2210.78,479.017,151.781,7,158,323,12.25,48.59,0.50183,58.323,16,0.867826,1459,0.631517,0.941916,93.5567,1.10076,90.9576,1214.02,53.19,37.9162,Glia
1684.96,493.468,100.027,5,99,203,10.96,30.91,0.584475,63.7729,15,0.870756,829,0.627847,0.956868,92.165,1.10371,84.6937,748.31,58.11,37.3223,Glia
1793.58,369.531,166.36,10,143,296,11.97,40.41,0.441782,49.5399,16,0.880391,1369,0.620504,1.03244,90.7119,1.08459,85.3701,1093.58,45.06,32.7075,Glia
1605.05,324.726,126.751,5,119,243,13.66,43.14,0.45303,63.8133,25,0.859319,1221,0.613635,0.997836,96.2399,1.09123,89.0358,993.759,53.77,36.6546,Glia
838.093,247.139,150.891,3,45,93,8.66,33.92,0.549323,51.1814,12,0.886921,458,0.625426,0.885097,86.0525,1.08946,82.3601,406.302,44.65,37.772,Glia
1704.69,252.104,131.899,6,146,298,16.76,48.24,0.400877,79.6857,18,0.856165,1514,0.678822,1.07148,93.3126,1.10241,86.7932,1258.35,52.84,41.2549,Glia
1905.01,261.255,119.979,7,177,361,46.61,16.47,0.409823,139.259,26,0.744978,2206,0.618523,1.37588,93.5066,1.20552,90.6393,1384.38,43.79,36.3445,Glia
802.738,106.239,122.62,5,53,111,24.25,15.93,0.411982,67.5922,12,0.688848,757,0.535725,1.3467,96.8613,1.19457,85.3479,577.832,23.98,19.3308,Glia
729.922,103.967,87.1018,6,71,148,31.15,14.5,0.407876,54.03,10,0.774818,904,0.577047,1.42136,91.9499,1.17205,83.1142,535.836,17.64,28.4741,Glia
2764.1,405.043,163.334,8,230,468,57.58,22.99,0.421648,97.0505,22,0.741853,2736,0.68546,1.41502,93.5776,1.2318,90.7789,1933.35,39.44,45.1624,Glia
588.022,74.1938,51.1205,4,51,106,5.98,32.86,0.359355,82.5641,17,0.840113,636,0.658143,0.999346,90.9093,1.11068,85.8328,487.022,48.46,41.3332,Glia
1298.67,145.661,109.052,8,160,328,50.6,11.81,0.338511,58.5338,17,0.877121,1518,0.602803,1.15999,96.8887,1.08418,90.768,1176.21,37.25,34.4266,Glia
752.708,106.837,183.039,4,73,150,48.08,9.89,0.38447,51.4656,15,0.882406,698,0.632995,0.953635,91.7872,1.07689,83.3756,569.236,23.78,29.9897,Glia
1164.78,200.661,116.171,2,92,186,62.1,11.64,0.40019,65.8628,14,0.882079,999,0.58325,1.03795,93.8524,1.06811,85.9671,846.023,47.64,51.7354,Glia
592.04,114.622,99.4664,5,61,127,49.62,7.39,0.396931,46.9643,13,0.904503,518,0.674331,1.02145,87.2056,1.07013,86.9697,417.503,26.71,32.3782,Glia
1064.62,158.8,107.317,4,107,218,53.12,9.38,0.390973,62.9837,22,0.858826,935,0.678586,1.1048,96.1715,1.10337,94.347,799.116,43.8,33.4221,Glia
919.351,151.472,126.754,6,85,176,45.15,9.71,0.423869,54.6538,11,0.875246,778,0.579733,1.01674,90.2427,1.08886,96.5154,630.812,29.13,30.1407,Glia
1622.74,269.08,114.546,2,136,274,11.9,37.46,0.431736,71.1799,18,0.867106,1440,0.585115,1.04651,91.8096,1.09668,89.6361,1103.45,59.42,40.2305,Glia
1459.89,249.328,155.825,10,97,204,11.31,37.42,0.456124,57.2614,10,0.859542,1143,0.627766,0.929559,90.5804,1.09297,91.1658,923.027,47.88,37.0531,Glia
898.169,130.974,95.8735,3,96,195,9.31,34.92,0.396404,61.6533,22,0.872149,837,0.655263,1.15158,91.1187,1.08904,88.8311,678.421,47.66,30.5656,Glia
1212.66,223.826,193.086,3,96,195,10.8,36.07,0.406276,64.8614,20,0.871502,999,0.66118,1.13294,94.0102,1.09294,93.7166,858.629,48.8,45.5541,Glia
1936.1,323.354,142.135,9,158,325,13.4,58.14,0.413823,99.1438,22,0.858696,1614,0.673377,1.12692,92.9326,1.1053,87.1177,1339.37,51.9,54.6954,Glia
1535.21,281.284,202.362,6,144,294,10.33,38.34,0.402504,69.8406,17,0.857385,1294,0.629104,1.07913,95.5576,1.1105,91.05,1057.47,52.77,35.0913,Glia
1287.29,211.868,147.846,4,116,236,45.69,9.09,0.409535,86.0846,21,0.769674,1483,0.66805,1.31418,91.7334,1.1993,91.0163,872.675,31.15,33.9857,Glia
1232.34,181.886,116.18,6,120,246,13.66,41.46,0.390649,71.8756,22,0.85793,1156,0.6564,1.23237,96.0174,1.1061,95.4968,930.045,60.55,46.7383,Glia
2175.67,383.582,179.048,6,140,286,58.12,21.16,0.489271,121.17,21,0.766087,1907,0.70223,1.41497,90.7026,1.16223,87.5943,1288.94,31.9,35.0198,Glia
1436.41,230.193,166.06,5,97,199,49.11,9.63,0.480724,70.1914,16,0.804017,1230,0.621057,1.1743,93.5463,1.14691,85.0937,885.322,38.47,36.9087,Glia
967.445,170.277,129.164,9,61,131,29.39,15.32,0.471263,65.5001,17,0.774053,792,0.583975,1.21271,88.8328,1.15613,90.3984,574.431,25.96,24.7755,Glia
2693.15,385.529,128.82,6,210,426,67.52,17.31,0.40761,107.646,28,0.750618,2524,0.663938,1.4983,91.1792,1.17582,86.9577,1898.58,46.32,42.7479,Glia
1234.38,211.149,118.169,10,119,248,10.06,37.82,0.383431,62.7579,16,0.892345,1157,0.675406,1.07315,89.951,1.07053,90.1237,913.124,48.68,32.572,Glia
1894.39,278.442,189.049,7,236,479,10.64,56.02,0.355926,65.5286,25,0.903966,1927,0.679312,1.14855,96.792,1.07116,92.4889,1542.72,61.28,39.2012,Glia
2259.91,358.094,131.545,8,258,524,11.07,58.66,0.382114,69.7406,23,0.914699,2044,0.7097,1.11972,97.9501,1.06134,95.8164,1735.47,63.39,48.7402,Glia
2766.05,595.803,180.126,4,235,474,64.74,17.33,0.506425,93.8402,26,0.852827,2417,0.636385,1.17764,89.7319,1.10722,85.1826,1541.56,43.14,44.3381,Glia
1435.48,285.756,90.6816,2,159,320,9.76,44.93,0.395796,62.052,22,0.908291,1332,0.63605,1.00803,96.0968,1.06064,91.316,1030.27,54.22,36.0296,Glia
1838.92,286.378,120.894,8,216,440,64.87,12.55,0.356243,60.0248,24,0.915132,1746,0.638818,1.1572,92.402,1.0644,90.088,1453.21,52.28,41.6334,Glia
1476.46,195.431,98.5254,4,175,354,9.11,40.74,0.355164,57.1279,23,0.906406,1491,0.669923,1.21464,92.3785,1.06846,88.7367,1270.89,59.71,36.9109,Glia
1361.4,235.669,209.02,5,148,301,48.64,11.92,0.395761,59.9013,21,0.912054,1170,0.654727,1.00054,100.479,1.06361,98.5212,981.692,41.62,35.7526,Glia
2427.83,394.908,125.618,6,241,488,60.22,17.98,0.386546,94.3329,29,0.894726,2021,0.706002,1.01742,96.41,1.06834,93.2583,1777.89,51.69,48.8404,Glia
1816.5,376.925,85.4449,4,162,328,67.35,16.54,0.439969,62.7996,23,0.900266,1280,0.683655,0.952616,95.1557,1.06739,96.1963,1155.68,42.04,41.9676,Glia
1617.32,260.964,133.781,5,174,353,55.91,11.41,0.384013,73.3982,27,0.910839,1438,0.724026,1.1257,97.7829,1.05865,95.6958,1197.56,44.24,46.5472,Glia
1991.21,309.745,68.8578,5,230,465,58.25,16.85,0.364891,65.4684,20,0.911673,1879,0.68906,1.10728,95.9142,1.05893,89.9291,1610.11,62.32,45.9927,Glia
1479.08,269.045,115.73,5,174,353,10.58,42.83,0.377901,69.0829,26,0.910015,1310,0.681239,1.17003,90.9615,1.07097,88.9062,1102.53,57.57,40.4494,Glia
1703.47,197.266,149.025,6,204,414,17.44,53.52,0.327249,82.0099,19,0.89776,1752,0.667875,1.25263,95.0005,1.07385,92.6042,1546.18,54.34,41.5206,Glia
1347.37,189.758,113.89,8,153,314,11.11,39.84,0.370076,67.9511,24,0.921868,1187,0.713518,1.1571,90.0507,1.05806,86.5452,1069.49,62.82,40.2748,Glia
1930.36,274.548,121.707,4,217,438,68.92,14.16,0.358564,96.9897,22,0.913653,1894,0.660167,1.07336,97.7544,1.0575,96.0558,1549.21,49.78,55.1136,Glia
2069.71,436.401,196.328,7,127,261,61.28,14.07,0.507706,83.2586,15,0.756904,1648,0.664135,1.25647,86.3579,1.16996,88.0806,1118.18,38.77,36.439,Glia
1975.85,330.355,138.043,6,151,308,64.68,15.05,0.49,79.389,18,0.788614,1876,0.594907,1.36777,89.288,1.15393,88.278,1183.05,37.63,42.882,Glia
1975.68,414.251,145.129,6,96,198,41.54,17.35,0.55683,90.6696,17,0.750087,1262,0.669184,1.32439,83.2504,1.17974,86.867,1003.39,28.03,35.2124,Glia
1844.69,579.784,155.278,4,93,190,45.82,19.74,0.578074,73.2172,15,0.797532,1132,0.552844,1.28883,87.1391,1.15938,82.0467,836.36,30.77,37.0254,Glia
1865.09,392.813,140.232,7,106,219,39.26,13.35,0.555203,76.2432,17,0.781201,1230,0.573661,1.18062,88.5777,1.17055,89.8738,956.835,34.7,29.1444,Glia
1503.37,216.299,101.903,7,124,255,49.29,15.98,0.388463,74.1659,14,0.775286,1653,0.553952,1.37139,85.2791,1.16577,85.8985,1122.96,36.81,37.6209,Glia
2138.8,359.814,173.459,9,201,411,18.3,44.43,0.413223,74.7666,21,0.887114,1747,0.615896,1.11455,90.6414,1.08818,91.9553,1488.1,59.4,48.3077,Glia
1223.57,196.176,186.935,7,110,227,10.95,41.12,0.387652,50.3483,17,0.879812,1040,0.58115,1.1162,93.2118,1.07956,86.6989,898.38,45.26,31.1137,Glia
1486.59,246.216,226.22,3,120,243,13.14,42.22,0.448918,59.4039,21,0.891412,1165,0.608908,1.08614,91.6597,1.08108,90.3045,973.757,63.74,48.5004,Glia
1802.97,415.455,117.611,3,120,243,10.02,41.22,0.580458,62.4782,20,0.897408,982,0.707957,1.10873,88.7719,1.07921,86.5063,887.433,55.59,35.502,Glia
2335.61,608.837,105.909,6,149,304,9.41,35.04,0.526914,51.3443,17,0.88665,1413,0.694563,1.02934,91.6679,1.08466,86.0877,1203.86,49.67,30.0629,Glia
1381.47,272.579,177.056,5,112,229,10.66,29.52,0.47047,44.5222,14,0.891238,999,0.617693,1.03858,89.1744,1.07333,84.1533,817.577,45.84,32.3984,Glia
1057.8,149.901,126.838,4,87,178,10.32,30.72,0.393687,51.3667,16,0.83887,1009,0.632522,1.10008,96.7771,1.11492,95.0374,785.492,54.78,34.3245,Glia
1127.49,159.8,93.3841,7,109,225,6.76,29.25,0.40849,73.5098,21,0.877279,1080,0.637051,1.16671,93.3447,1.0844,89.0265,834.397,62.48,56.8496,Glia
914.27,139.232,89.3303,7,89,185,7.55,27.27,0.394994,45.9123,15,0.850345,901,0.655835,1.16408,94.9531,1.09981,86.6885,679.828,39.74,26.3171,Glia
1403.67,265.933,136.932,5,85,175,11.7,41.43,0.484696,60.3313,13,0.841664,922,0.613706,1.19857,94.0256,1.10727,87.714,834.494,45.75,37.2437,Glia
956.328,197.834,229.656,7,63,133,8.27,25.68,0.493485,46.3351,12,0.875044,614,0.607182,1.04865,88.2056,1.08272,84.5994,532.425,51.38,32.724,Glia
980.557,108.608,95.2229,6,105,216,13.32,32.08,0.345622,52.0761,12,0.844395,1101,0.609264,1.25409,95.2904,1.10022,88.4691,859.551,48.95,36.0488,Glia
1145.47,298.683,274.637,7,82,171,12.45,33.51,0.414421,52.4913,13,0.870933,794,0.554868,1.11267,86.5223,1.08139,84.8595,742.164,51.74,33.3572,Glia
1797.49,340.842,105.523,11,136,283,12.42,53.62,0.400132,57.4152,15,0.855174,1478,0.696724,1.17543,92.7735,1.10127,93.1185,1274.44,64.4,42.505,Glia
720.364,118.711,127.76,7,70,147,9.28,32.83,0.393001,43.3906,15,0.847157,683,0.651008,1.045,98.7955,1.11318,88.4983,526.15,24.64,26.1909,Glia
1603.8,197.08,110.254,8,133,274,11.02,52.74,0.346412,63.7489,13,0.862326,1572,0.638299,1.17815,95.2632,1.08628,91.3745,1399.57,57.83,46.9937,Glia
1814.52,316.484,139.067,9,104,217,39.65,13.51,0.480284,77.2676,17,0.730416,1408,0.649645,1.38724,90.0984,1.21549,80.7779,1064.82,35.08,31.3405,Glia
2690.86,481.446,177.612,9,119,247,64.66,18.54,0.508569,91.4858,13,0.703908,1831,0.550417,1.22601,87.8735,1.21759,85.0149,1497.68,36.3,39.6537,Glia
2091.19,456.847,183.043,3,137,277,14.27,49.09,0.475292,59.836,16,0.874396,1438,0.636341,1.05254,93.2236,1.08708,89.9633,1226.93,62.7,46.5855,Glia
1423.58,236.016,154.407,5,94,193,8.41,37.18,0.451431,71.0678,21,0.839327,1111,0.659182,1.03672,94.1878,1.10869,91.5711,934.474,65.6,44.5727,Glia
1573.23,347.242,95.5594,3,93,189,13.66,30.28,0.534735,49.3163,12,0.840264,944,0.633438,1.04486,98.9477,1.10466,90.532,821.024,41.57,27.1826,Glia
1952.19,355.762,178.85,5,147,299,50.43,9.33,0.482129,93.7127,26,0.820318,1630,0.73201,1.3483,93.7515,1.14748,92.082,1157.15,59.23,48.2016,Glia
1515.77,199.625,102.966,4,131,266,11.76,58.99,0.395004,81.2602,26,0.864226,1337,0.647397,1.22817,96.292,1.10023,89.6988,1143.48,51.95,49.8603,Glia
1591.68,367.608,115.741,6,82,170,11.49,26.37,0.548752,53.0675,14,0.854107,869,0.658869,1.04038,94.9075,1.09707,88.0093,806.096,64.37,39.5562,Glia
3601.17,533.479,116.405,13,295,603,54.73,19.66,0.437759,115.122,25,0.778733,4448,0.644807,1.39734,90.2169,1.15658,89.8371,2416.72,41.8,40.3407,Glia
1638.2,275.406,142.637,4,198,400,46.43,11.12,0.47136,53.6297,20,0.905737,1257,0.57321,1.28377,89.2238,1.08778,86.8405,1022.87,44.87,38.0958,Glia
2891.85,509.667,132.328,7,264,535,59.22,13.69,0.490166,94.557,20,0.838378,2285,0.607881,1.72871,82.2883,1.14008,85.8892,1708.15,38.88,44.2636,Glia
3235.44,587.485,353.057,10,274,558,71.46,25.19,0.501829,87.4695,21,0.878648,1946,0.576303,1.38748,86.0178,1.11135,87.5707,1903.85,47.21,46.3821,Glia
2921.43,539.196,134.136,7,230,467,12.86,47.03,0.454159,78.052,19,0.864918,2282,0.600813,1.0518,97.9638,1.09418,91.6634,1858.87,61.36,42.673,Glia
2227.85,447.793,114.723,7,166,339,16.73,42.08,0.477973,79.1808,15,0.866154,1584,0.59469,1.05679,91.5042,1.09864,85.4068,1325.71,54.61,37.7517,Glia
3957.52,722.202,156.813,6,255,516,15.24,55,0.521386,100.185,23,0.844148,2655,0.671011,1.05315,95.8031,1.11609,92.4769,2257.37,67.59,56.5975,Glia
2174.61,396.543,111.803,5,170,345,14.78,35.25,0.4643,70.9071,16,0.856009,1779,0.592025,1.09664,95.6148,1.10541,92.0428,1380.88,58.93,49.5691,Glia
1660.66,297.193,128.492,7,121,249,7.08,41.79,0.443091,59.4329,17,0.851267,1323,0.589637,1.16773,95.0383,1.10371,85.7711,1102.54,56.12,37.3045,Glia
1979.11,296.73,96.2935,6,150,306,11.96,48.57,0.410944,81.1946,18,0.837779,1727,0.620291,1.1897,89.3077,1.10878,86.0268,1457.53,68.24,45.9932,Glia
2629.68,454.572,133.788,8,216,440,10.62,57.09,0.447131,64.7877,21,0.852589,2241,0.600426,1.10177,97.7949,1.11105,95.3364,1769.31,75.61,45.193,Glia
1285.97,259.609,178.529,5,84,173,7.52,26.04,0.545292,74.0493,17,0.865726,856,0.575285,1.00559,92.8323,1.08617,91.3638,699.827,72.82,51.9259,Glia
3331.86,571.89,132.241,10,235,480,16.44,46.43,0.475585,98.1623,17,0.844306,2548,0.617414,1.08049,92.9339,1.11474,89.7426,2075.54,57.65,60.1318,Glia
2693.44,436.28,116.979,4,207,418,14.67,45.19,0.430293,105.137,19,0.853473,2356,0.607632,1.17967,96.2759,1.10495,89.0664,1861.28,72.16,46.5965,Glia
854.764,161.62,92.7495,4,70,144,42.38,7.01,0.510802,62.4441,13,0.874583,648,0.675394,1.04242,94.7418,1.09772,93.7868,495.719,29.59,29.2698,Glia
2446.17,460.931,120.22,7,178,363,15.55,46.09,0.481224,80.0752,18,0.857846,1822,0.606434,1.06302,91.8078,1.09362,92.484,1478.95,72.23,45.219,Glia
1958.86,546.785,349.032,8,142,292,43.52,10.61,0.54788,53.6924,18,0.893464,1179,0.681996,1.02673,91.7211,1.09029,90.4507,955.107,40.47,28.8557,Glia
2888.65,567.803,125.122,5,198,401,9.16,49.82,0.537772,67.3844,16,0.863688,1988,0.56212,1.0196,96.0968,1.09663,91.6809,1593,65.03,38.8849,Glia
1924.6,473.405,162.215,3,144,291,14.47,42.3,0.603538,65.9452,19,0.895423,1105,0.581651,1.02158,95.558,1.09428,91.0627,922.306,48.96,38.8234,Glia
2856.6,592.819,116.011,6,254,514,10.25,53.25,0.46601,77.518,20,0.894358,2233,0.620916,1.04806,92.6737,1.08423,89.0922,1753.82,73.48,56.6749,Glia
3130.25,579.086,150.692,9,263,535,12.4,51.15,0.456604,100.362,30,0.879292,2503,0.615147,1.02399,94.5168,1.08406,91.2853,2009.33,61.68,49.8217,Glia
2483.75,469.07,121.101,6,204,414,16.23,60.25,0.461988,62.6402,15,0.870851,1880,0.605117,1.19391,92.874,1.08944,91.7835,1572.45,53.01,40.1617,Glia
1583.61,419.861,111.115,6,83,172,6.49,30.17,0.687597,68.8035,16,0.877034,745,0.725558,0.963489,90.0211,1.08876,91.3147,651.997,61.84,40.7511,Glia
1799.86,469.878,260.88,8,115,238,7.63,41.94,0.556467,80.4492,16,0.886746,1016,0.609233,0.914624,91.3927,1.08117,89.8102,890.319,50.9,34.3124,Glia
2550.52,507.009,146.425,10,203,416,53.89,17.07,0.48264,77.7205,19,0.886151,1845,0.61566,1.02066,93.1509,1.08565,91.6568,1506.82,46.52,48.2617,Glia
2882.68,538.618,159.72,9,230,469,11.69,59.69,0.488898,78.3243,21,0.890843,1987,0.670275,1.16054,93.4185,1.08018,94.0752,1711.03,68.29,42.5341,Glia
2499.19,571.091,202.992,6,154,314,61.45,9.6,0.603693,66.7248,18,0.881657,1419,0.626328,1.02522,90.9315,1.08013,90.8456,1209.75,44.45,44.813,Glia
3272.1,619.496,145.698,7,256,519,73.24,12.18,0.519195,81.1818,27,0.855455,2547,0.614418,1.14187,84.3549,1.10848,87.4625,1878.29,42.57,52.8548,Glia
1911.76,350.263,113.709,5,179,363,62.06,11.5,0.46098,85.493,22,0.884485,1632,0.632701,1.01475,90.4586,1.08244,85.2195,1205.08,41.28,51.8485,Glia
1746.91,272.526,145.322,3,157,317,11.09,49.76,0.431604,64.7444,20,0.872248,1546,0.569346,1.15065,92.8362,1.08218,89.4511,1209.75,54.64,39.5472,Glia
1239.22,301.775,114.163,6,90,186,34.94,6.94,0.545434,45.5268,18,0.882657,898,0.618928,1.02082,94.4149,1.08306,88.1428,634.429,28.93,28.7014,Glia
2152.78,530.184,138.426,4,181,366,7.45,50.98,0.489244,65.8587,23,0.882627,1666,0.664038,1.05086,93.7623,1.09314,90.8676,1208.33,51.14,43.201,Glia
2531.77,503.919,102.753,5,153,311,64.17,12.72,0.538867,88.7103,16,0.781925,1897,0.631803,1.34504,88.6219,1.1632,89.4474,1353.37,34.13,45.3094,Glia
3390.33,750.352,219.128,8,185,378,49.66,16.37,0.570128,80.6108,16,0.773786,2273,0.592013,1.30364,88.9962,1.14902,90.8497,1681.19,40.35,37.2579,Glia
3935.57,802.409,131.793,5,214,433,56.88,17.08,0.51785,106.801,20,0.758062,2618,0.590476,1.52313,86.5099,1.16509,86.9809,2167.46,40.28,37.8507,Glia
5210.99,1071.42,115.736,9,307,623,67.72,21.76,0.5879,122.022,31,0.800779,3510,0.625486,1.34977,89.5784,1.15417,92.5104,2587.8,50.67,45.2974,Glia
1798.27,367.39,153.709,6,138,282,52.29,9.03,0.529067,60.9679,15,0.891578,1200,0.570912,0.949549,89.6942,1.07245,86.8456,980.867,32.55,34.2586,Glia
2803.27,585.798,96.3396,4,230,464,15.09,39.62,0.486542,79.3486,24,0.885161,2169,0.630718,1.0443,94.0135,1.08664,88.4211,1691.18,68.79,43.5677,Glia
2408.08,392.097,117.515,2,215,432,13.55,42.6,0.436704,78.4783,25,0.855579,2148,0.615426,1.08109,96.5134,1.09795,94.3335,1643.76,59.35,37.2297,Glia
1788.38,355.186,99.6673,6,148,302,9.88,28.34,0.504002,64.893,20,0.890871,1282,0.64572,1.02535,98.825,1.08416,95.2186,1038.75,70.17,42.104,Glia
1544.55,388.974,138.092,5,108,221,55.09,12.11,0.554326,58.243,14,0.885662,1031,0.599438,1.07428,90.4309,1.07611,87.7229,771.225,35.48,41.8816,Glia
2249.55,510.158,146.045,6,167,340,11.27,30.61,0.530767,63.4031,21,0.873347,1695,0.618634,1.06018,98.1385,1.09931,92.3216,1194.82,67.89,42.3956,Glia
2401.99,480.365,110.515,6,158,322,16.23,43.35,0.553084,70.6829,17,0.858607,1709,0.540668,1.05939,101.462,1.09668,92.8532,1275.97,48.63,33.2593,Glia
2054.05,366.921,133.78,9,181,371,13.14,36.87,0.492919,49.9955,19,0.88021,1689,0.633951,1.13019,89.3702,1.08904,84.1981,1221.25,48.14,30.2075,Glia
2709.18,520.808,127.156,5,219,443,13.4,44.78,0.50388,68.62,20,0.842336,2224,0.659892,1.29781,90.8612,1.11914,88.4371,1560.86,47.95,40.2219,Glia
2750.07,446.874,241.859,9,183,375,52.83,16.6,0.469976,81.4218,17,0.756406,2484,0.658965,1.38275,85.3615,1.17313,86.988,1735.72,42.74,38.642,Glia
1075.45,221.161,150.548,4,56,116,46.66,11.82,0.619743,68.5149,15,0.770656,738,0.533369,1.31536,91.2624,1.16252,82.1252,515.534,17.12,41.2553,Glia
3048.92,530.909,107.294,4,219,442,52.7,20.46,0.524314,104.492,23,0.799069,2703,0.64413,1.33452,92.5326,1.13914,90.1971,1733.62,51.07,42.7387,Glia
3561.6,846.455,114.663,6,207,420,49.08,12.22,0.667284,111.65,32,0.802924,2452,0.650403,1.30558,87.9659,1.14729,85.3309,1585.62,52.4,46.6425,Glia
2139.65,421.795,99.7394,3,160,323,48.03,11.49,0.51207,86.148,18,0.76618,1971,0.617399,1.26214,88.1857,1.19227,90.0061,1210.67,34.4,38.1877,Glia
1415.06,325.528,112.193,5,131,267,49.45,8.26,0.534014,53.3855,17,0.906972,1111,0.627022,1.178,90.2867,1.06926,88.3508,759.897,38.02,36.1773,Glia
2024.83,451.714,130.896,4,154,312,51.5,8.44,0.572002,60.9161,17,0.863278,1623,0.627262,1.19694,87.6819,1.10271,90.4836,1035.44,47.83,35.2751,Glia
2599.21,618.177,142.43,6,161,328,50.74,12.59,0.584454,108.261,24,0.760125,1978,0.652531,1.30974,90.7084,1.18866,90.4381,1244.82,37.82,33.1426,Glia
1083.74,229.968,211.773,6,67,140,7.98,35.83,0.551927,46.0765,18,0.863392,825,0.628184,1.08357,88.0616,1.09351,80.7536,572.938,42.22,28.9902,Glia
3414.14,678.983,124.171,6,213,432,62.49,14.28,0.567364,81.4894,19,0.839817,2610,0.570245,1.25341,88.3408,1.12145,87.7119,1779.48,51.01,46.2338,Glia
1916.55,456.684,156.031,4,108,220,98.68,7.59,0.605328,120.896,28,0.823375,1464,0.677884,1.26538,94.5533,1.11397,93.9075,924.274,27.4,69.2068,Glia
1670.27,430.516,106.7,2,87,176,46.64,14.2,0.690091,68.8452,14,0.83189,1093,0.586476,1.16476,89.0408,1.12762,89.5304,678.713,30.23,34.6015,Glia
3353.61,685.705,140.126,7,215,437,71.41,11.17,0.557408,107.458,18,0.804606,3060,0.591624,1.26098,88.0712,1.13925,86.1627,1765.38,57.36,50.2037,Glia
2012.86,324.564,95.9332,5,169,343,48.98,18.73,0.459491,67.1666,14,0.883776,1806,0.559685,1.18791,90.5916,1.0839,85.3195,1295.91,43.54,41.8691,Glia
2572.46,491.684,121.846,6,162,330,54.47,13.37,0.517356,83.2332,19,0.806273,2530,0.629786,1.31714,84.9223,1.13565,86.8262,1439.57,41.78,39.649,Glia
672.246,98.3098,153.347,4,82,168,5.69,44.22,0.327623,60.9751,20,0.920594,711,0.741442,1.24143,95.1523,1.04981,82.8617,575.589,48.64,47.479,Glia
540.659,57.1065,247.303,6,85,176,4.49,23.25,0.307607,53.178,19,0.901703,727,0.661207,1.3178,99.8641,1.07188,94.7245,525.253,42.79,31.0253,Glia
1426.9,229.8,160.714,6,192,390,7.61,32.39,0.339933,56.3336,31,0.91183,1492,0.731083,1.24655,96.312,1.05833,90.1143,1191.65,58.13,38.6366,Glia
811.964,139.724,121.056,4,116,236,5.15,28.99,0.329966,89.7584,43,0.918531,883,0.723618,1.28852,86.3565,1.05732,83.546,712.413,64.54,52.5676,Glia
551.587,70.8127,85.4502,4,78,160,42.25,5.75,0.322145,50.0573,21,0.903319,690,0.699393,1.21175,97.0242,1.05719,90.269,510.554,34.52,35.5082,Glia
593.733,61.9399,87.1544,5,90,185,6.36,29.34,0.310658,50.2795,27,0.893379,760,0.769367,1.2406,98.2862,1.06708,100.472,577.858,30.02,27.776,Glia
2123.46,310.393,115.765,8,257,522,13.73,54.43,0.369549,74.347,29,0.900531,1995,0.725364,1.21217,95.7841,1.06392,95.4497,1675.5,72.62,49.8717,Glia
1489.54,204.36,163.673,7,193,393,9.13,51.49,0.347113,58.5326,28,0.898998,1510,0.760094,1.15001,99.3279,1.06647,91.6201,1239.94,52.95,38.2696,Glia
1423.29,256.328,136.07,4,176,356,9.61,40.52,0.374786,73.8346,39,0.896302,1358,0.753921,1.11227,95.0949,1.0724,88.1684,1072.41,53.19,40.6884,Glia
911.405,147.926,187.483,4,118,240,8.02,45.01,0.33371,53.6343,19,0.90208,965,0.671149,1.20216,95.2533,1.06281,91.2301,801.026,40.09,31.7131,Glia
738.058,100.393,162.022,10,115,240,53.6,5.19,0.354706,57.8804,27,0.818917,1107,0.73358,1.25157,94.0313,1.14635,85.772,593.015,30.23,40.032,Glia
