PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,Class
-1.005194398,0.70337069,1.138331157,-0.729288501,-1.905527287,0.708319458,0.113040755,0.598681697,-0.118386392,-1.046839025,0.666147956,Neuron
1.917411989,-5.346111706,3.279802249,-1.144174889,-0.868466533,-0.757849667,0.074905087,-1.11656396,-0.655137853,-0.331208236,-0.991882974,Glia
-1.670198937,-0.037734036,-1.464801727,-0.689061861,-0.139668537,-0.641716215,0.02181099,-1.124451861,1.645772327,0.664649038,-1.115497834,Neuron
-0.959735649,2.366868855,2.807728663,-2.367854894,-0.56028788,-0.740461506,0.266114028,0.872283513,0.62318888,-0.131973121,-0.095884503,Neuron
-1.160573357,2.020287884,0.766210963,2.157353427,-1.20561876,-2.914996856,-0.515327788,0.463491799,-2.248162231,0.362531286,-0.33792359,Neuron
-1.519556211,0.304179573,0.09773506,0.294658126,0.019275508,-0.165253061,0.092578543,0.459391105,0.056384255,-0.209203286,-0.488191939,Glia
0.282193794,1.372757358,-0.438378727,1.986948585,0.056599327,0.152642718,-0.574933932,-0.617502816,-1.112840145,0.324458117,0.607080887,Neuron
-1.476952005,-0.698420205,-0.349312488,0.809352988,1.055870293,1.48838381,0.307708126,0.40110612,0.492618389,-0.392056686,0.007003035,Glia
-1.291885237,1.53417878,1.134908684,-0.377362898,-0.128180572,-0.370819905,-1.198644186,-0.435492826,0.258873328,-0.140620103,0.642237143,Neuron
-0.352833501,0.743332538,-2.039108977,-0.081552967,1.759891731,-0.82556116,-0.810007548,-0.783133876,0.194232084,0.797516667,0.453402175,Neuron
1.091843698,0.61653244,0.92414441,-0.676009717,0.071379153,0.51602261,5.921800893,0.722056219,-0.240742524,0.545918097,0.545479479,Neuron
0.431775281,0.830701146,-1.363489712,3.004138922,0.479614024,0.619932613,-0.139767628,-0.990626225,-0.934586198,0.467571152,-0.076838177,Neuron
2.000658822,0.377077311,0.28926624,-1.949147341,0.858700581,-0.362389239,0.245324678,-0.827654265,-0.340325506,-1.19609218,-0.321455124,Neuron
-1.589853473,-0.198232183,-0.35370025,1.550929191,1.585472965,0.285859091,-0.252863209,1.077421382,-0.368271007,0.08264816,-0.193468335,Glia
-0.220979353,0.672051619,-0.338540485,3.01540587,0.639374553,1.441904222,0.543606575,-1.510002995,-0.096884668,0.325996092,-0.864086025,Neuron
-1.067830497,-1.254423902,-0.216552587,0.550635538,1.106857911,1.176338933,0.412113282,0.821862732,0.131400024,-0.256536553,0.155619229,Glia
-0.094080852,-3.227843867,0.497394447,0.093478776,-0.405381933,0.663610057,0.100133576,-0.455573304,0.291959456,0.384931826,0.095818574,Glia
3.467109164,0.716743991,0.98564042,-1.048896564,-0.071652918,1.007773375,0.272684876,0.06731432,-0.159247115,0.704270011,-0.097761413,Neuron
-0.849219038,-1.686944258,-0.189378041,0.134245184,-0.259923208,0.48311018,-4.47E-04,0.236781152,0.32181586,-0.038610199,-0.045336363,Glia
-0.29571425,1.059680735,0.267175792,-0.611721849,-0.85685341,0.867780706,0.124893843,-0.408233693,-0.074098085,-0.380110133,1.669765598,Neuron
0.25011009,1.958606766,0.902330375,-1.547170813,0.015622674,-0.38451868,0.129489351,-0.686707838,0.38005769,0.312523738,0.48823702,Neuron
-2.040326081,-0.162866073,-0.369424047,1.842041136,-0.155976518,1.108892796,0.039943663,-1.899916046,1.259209914,-0.263992777,-1.519718664,Glia
3.012799842,0.593978377,0.425374307,-2.105172091,1.576629211,-0.399321991,0.31748468,-0.946328022,-0.227545522,-0.889007969,-0.689617402,Neuron
-1.285053813,0.247358565,0.862153828,0.262912349,0.668676214,0.600884285,0.236903401,-0.171669708,0.70625185,-0.074075752,-0.296489759,Glia
-1.408261986,1.748569013,1.540191247,0.752424929,-0.128179423,-1.022368703,-0.194543787,0.071838618,-0.474874278,0.040102458,-0.074667334,Neuron
-1.121005483,1.610973649,1.242308885,0.243830499,0.452823821,-0.427307157,-1.000937577,-0.56117728,0.227331447,0.265722495,0.143650411,Neuron
-1.102547142,1.777981881,1.797997158,-1.027594418,0.03033689,-0.334846444,-0.972271441,0.339389334,0.429032814,-0.063562157,-0.128978668,Neuron
1.670972111,0.291361085,1.609947694,-1.022824814,0.701845039,1.196417916,0.448879677,1.490655245,-0.392313394,0.251596218,0.242286197,Neuron
0.264228304,1.473946221,0.824267286,-1.216399952,0.465585084,-0.111154876,0.131211403,-0.180963962,0.299690332,0.211042889,0.380104877,Neuron
-1.004913277,-0.797817612,0.286092339,0.816115993,0.989557615,0.913479735,0.176987807,1.174857888,-0.170211767,-0.25593863,0.27181668,Glia
-1.211181112,-0.243044677,-0.766826423,0.621199408,0.16880459,0.246453482,0.043793027,0.268793209,-0.365432881,-0.441537489,0.493971508,Glia
-0.592008381,0.070778088,-1.530057892,-0.515753751,0.271425049,-0.461137747,-0.446671148,0.342491038,-0.098935096,0.245188648,0.255831902,Neuron
0.005957872,-1.871757576,0.58217905,-0.806980258,-0.347989137,-0.016800881,0.273914201,1.82112434,-0.003848368,0.609300091,-1.465431245,Glia
-1.207000597,-0.851375084,-0.545287634,-0.053930501,2.016056067,0.139678525,-0.099702528,1.216194802,0.181220611,0.182790106,0.027682486,Glia
-1.613252165,0.549492317,-0.28868663,0.280258118,1.375031698,-0.9093764,0.096348047,0.080497251,0.232342065,0.370130294,-0.463691519,Glia
-1.22179255,0.185700137,0.074106205,0.822925072,0.486268798,-0.049191689,-6.01E-04,-0.339019295,-0.088264608,-0.087404309,0.342091201,Glia
-1.334916666,1.446121984,1.213891592,-0.304706898,0.006444004,-0.55189894,-0.82873137,0.014179295,0.216185261,-0.087954868,0.174082119,Neuron
-1.088934683,0.4189085,0.723156509,0.547079357,-1.366141307,0.401922308,-0.234065169,-0.243925762,-0.127376533,-0.46059013,0.080447092,Neuron
-1.842948956,0.868430479,0.937016524,0.9054771,0.002056296,0.070659902,-0.018829275,-0.413327002,0.333776501,-0.339058402,-0.204201141,Glia
2.390648285,0.641787845,-0.114565952,-1.088816998,0.769869595,1.476099057,0.346936081,-0.248609634,-0.785363871,0.318112483,-0.525694413,Neuron
-0.447917621,1.503912506,-0.090351131,-1.744441053,-0.329023653,-1.053104182,-0.009737873,-1.088391978,0.632948522,0.582527328,0.704524133,Neuron
0.685143616,-5.422223842,-0.043430747,-0.699499047,0.196467207,-0.988441727,-0.106008147,0.362967921,0.079521658,1.020233029,0.262087536,Glia
-0.224796709,1.720267552,0.997777446,-1.390363994,-0.322399368,-0.198233595,0.11810652,-0.402513358,0.279596853,0.380966469,0.76956899,Neuron
-1.291697864,-0.046967804,-0.406542967,0.37140943,0.535500159,-0.39338402,0.03942518,0.186476447,-0.09209529,-0.06862985,-0.135345565,Glia
1.495510938,0.926932604,1.39998274,-1.118958902,-0.191120227,1.25915817,0.309172143,0.285493312,-0.115334653,0.694393645,-0.054670101,Neuron
-0.505631532,-3.441913248,-2.023637816,-0.4355583,0.362447199,0.311283475,-0.259794604,1.577725485,-0.171552941,0.392538364,0.039792783,Glia
-0.238126521,2.121971501,0.1876242,-1.631780958,0.623495541,-1.281140438,0.039776435,-1.384548824,0.788770561,1.147895197,0.282321048,Neuron
-1.281628346,0.679294891,0.333661693,0.250257895,0.752476965,-0.368264651,0.035647141,0.110186094,-0.263364508,-0.264104945,1.166097316,Glia
-1.288483765,-0.382169917,0.042163953,0.649345938,-0.021244934,0.584639777,0.146895521,0.181940201,0.252586331,-0.096464857,-0.119778684,Glia
-0.364600825,0.846180178,0.271448473,-0.661030893,-1.701933143,0.217168836,-0.446322741,0.276268458,-0.426275177,-0.728299298,0.072907799,Neuron
5.594224235,-1.598567769,-0.138144786,-1.237852253,0.575268813,0.49928291,0.17961148,-1.617778552,-2.515275017,-2.879729842,-0.217772839,Neuron
-0.347310302,-2.137176854,0.508288484,0.427905492,-0.517141503,0.732198441,-0.497791039,-0.057578508,-0.026673602,-0.100046031,0.159929585,Glia
-1.32006964,0.206464169,-0.442100833,0.749198617,0.704977112,-0.606273178,-0.063884425,-0.467349975,0.329702321,0.491804894,-0.687731206,Glia
-0.461474211,-2.655193559,0.767835263,0.256525001,-0.012678232,0.426106917,-0.497106069,-0.037602482,0.237832066,0.330291782,0.40891756,Glia
-1.064387625,0.500037032,0.642678928,-1.810035177,-0.025977976,-0.648493687,0.311943032,1.684230584,0.129930678,-0.591055023,-1.37470825,Glia
-0.511386785,-1.777091565,0.19586263,-0.088240769,0.571127131,0.744787576,-0.180168442,1.556600246,-0.194904739,0.138294764,0.122414813,Glia
-0.25650567,-2.176851532,1.925409503,-0.099049084,-1.878761506,1.068058214,0.070759201,-0.037404629,0.244661565,0.310761499,0.218349029,Glia
-1.329039466,-0.013855582,-0.253139184,0.732579936,0.325799744,-0.129571907,0.024915831,-0.207662369,-0.093042811,-0.162143465,0.086486122,Glia
-1.475598465,-0.306858132,-2.585038156,5.770804463,0.428131218,0.303312688,-1.123290937,-3.252301425,-0.720558085,0.436369493,-0.525073727,Neuron
-1.198751318,0.473825191,-0.085945604,-0.226718268,1.733792783,-0.455618208,-0.121564519,0.82545155,0.083929656,0.141988405,0.070246645,Glia
0.668924002,0.981381935,0.28966936,-1.42706089,1.283060274,0.209533216,0.33910512,0.297267203,-0.110667953,0.211799064,-0.200513446,Neuron
-1.469653886,-0.028098996,0.057963463,-0.01820955,0.471242677,0.519641855,0.203332301,-0.145453264,0.790475999,-0.18020245,-0.080896599,Glia
0.48559116,0.556904844,0.194508868,-0.668223135,-0.463329647,0.592536435,-0.127754193,-0.112631397,-0.141398936,-0.553239197,-0.166085466,Neuron
-0.048937335,1.094407489,0.763462182,-0.296315861,-1.260084333,-0.445369665,-0.183910638,0.036531051,0.165708202,-0.364622406,0.397485951,Neuron
-0.012470181,1.475312703,1.59572329,-0.951326388,-0.901038698,0.52016154,0.164413378,-0.239543713,0.305151815,-0.109706287,0.123361993,Neuron
1.241331253,1.25215197,0.846481913,-0.533444115,-0.833142687,0.241081942,-0.209154309,-0.606223626,-0.001430883,0.304623852,0.019257046,Neuron
-1.314337654,-1.121004705,-0.167527943,0.159130862,-0.365869931,1.188164391,0.190502708,0.362289919,0.484746321,-0.409362679,0.345095456,Glia
-1.58782685,-0.47130255,-0.326136185,0.252762028,-0.210440846,0.182805441,-0.403224724,-1.173140599,1.115951588,0.255191103,-0.353098632,Glia
1.377714516,0.924220553,0.133914985,0.196812045,-1.092467449,0.390493761,-0.307737838,-0.704725399,-0.268477654,0.087726844,0.398635151,Neuron
-1.100583504,0.699791871,-0.208133397,-0.111454832,2.072852628,-0.590952249,0.195156321,-1.161832748,0.812772115,0.240996499,-0.94699865,Glia
-1.05944713,1.236673691,0.160629991,-1.7923178,-1.907985862,-2.196476401,0.014427021,1.259125566,-0.010329572,0.307462349,-2.441968124,Neuron
-1.748763323,0.648910355,0.295635389,1.150744659,-0.235017806,0.094250854,0.008439322,-1.040909862,0.24339167,-0.328321828,0.16206548,Glia
1.61673205,0.977731212,-0.401633317,-0.505119749,0.053610851,0.330078151,-0.273913801,0.28534505,-0.330840146,0.239720058,0.658477086,Neuron
-1.432552045,0.1599978,0.73091903,0.005490957,0.71073883,0.379202732,0.223419979,-0.203134197,0.822635307,-0.052229822,-0.161028797,Glia
0.992733494,0.497411254,0.386467351,0.706998451,-1.606121907,1.03167037,-0.275252507,-0.191371458,-0.384410799,-0.149821161,-0.1249568,Neuron
-1.119244664,1.594911353,1.435425837,-0.720803397,-0.294540145,-0.804057913,-0.192081372,-0.739432863,0.598980367,0.262888716,0.234881068,Neuron
-1.296081558,-0.139275218,-0.665149946,0.918318282,-0.159840797,-0.115676041,-0.091165808,-0.943362686,0.03008626,-0.139175888,0.05324706,Glia
-0.870953714,0.581078354,-0.966762768,0.640220389,1.58162432,-0.511744171,-0.476152533,0.168966498,-0.058301348,0.40493579,-0.189374867,Neuron
0.351530109,1.591246439,0.527324361,-0.909130944,0.739650156,-0.570892984,-0.187768153,0.214365382,0.174783239,0.361847081,-0.886985085,Neuron
0.432779065,1.064592403,0.445986339,-1.578676046,0.693710569,-0.301196684,0.252211389,0.103845936,0.492037708,0.445791174,-0.338044305,Neuron
-0.25466636,1.693435735,1.556975504,-0.556906681,-2.046687954,-0.440148793,0.10453313,0.981191857,-1.092419177,-0.473039618,0.634852165,Neuron
-1.086389224,-0.346039733,-0.822140429,-0.173994996,-1.610122591,0.595590534,-0.519263724,0.820245291,-0.284592767,-0.824365121,-0.196376115,Neuron
-1.217412757,-0.634620953,0.633388741,0.360624074,0.715214246,1.194467154,0.317746899,0.577564365,0.473846053,-0.295486803,-0.104769613,Glia
-0.334757232,1.508842088,1.181627646,-0.271648212,-0.629712283,0.339363504,-0.153499399,-0.717743437,0.196760993,0.096039039,0.268831011,Neuron
-1.001171491,0.166168076,0.751570649,2.604498252,-0.14969726,-0.250456194,0.015114936,0.807583802,-1.533764438,-0.346890701,0.315115225,Glia
0.933261848,0.688706192,0.700984297,-0.045227367,0.212619894,-0.09347825,-0.148852193,-0.20333093,0.11692008,0.356458027,0.463975443,Neuron
-1.300857187,1.47338633,0.783306791,-0.950413613,0.560283176,-1.032929101,0.091106903,-0.70141542,0.841170776,0.487342493,0.200934798,Neuron
-1.04052285,1.416326451,-0.690800303,2.940010206,-1.19268617,-2.334229973,-1.04267428,-0.7794117,-2.144348318,0.448116144,0.073009776,Neuron
-1.047633869,-2.607948469,-1.210464707,0.109477038,-0.047374437,0.685631222,-0.516231347,0.67428011,0.197360762,0.064438415,0.386373432,Glia
-1.455305194,0.526872383,1.080957279,0.705593285,0.082368629,0.177330296,-0.508591333,0.066279212,0.158974715,-0.186839825,-0.130580828,Glia
-1.660276398,0.030057164,-0.682346748,1.102090941,0.634007617,-0.194309536,0.004730621,-0.619567869,0.217602172,0.161517334,-0.34431561,Glia
2.299166562,-7.072944293,1.938648416,-1.150803453,1.153762161,-1.616595721,0.256796316,1.207890498,-0.660386821,0.542484694,0.098682125,Glia
1.873576559,-0.406736726,0.927108516,-1.08386224,0.726949824,1.043080747,0.006804056,-0.038473742,-0.898877637,-0.783961952,0.383918393,Neuron
-1.442535754,1.34812842,0.547904767,-0.238921952,-0.204698255,-0.969480173,-0.195324001,-0.011146213,-0.067069912,-0.119164986,0.064875113,Neuron
0.125760908,0.911388524,-0.759629195,0.277633283,-0.072634212,0.344638254,-0.319362591,-1.559637436,0.081926515,0.132811782,0.986044457,Neuron
1.428319818,-0.060613901,-0.779842524,-1.2205768,-0.31706615,0.014193231,0.063528879,0.089023229,-0.040065031,-0.671739582,0.231624154,Neuron
-0.239424448,-0.349720579,-3.292916695,-2.108179318,-0.188744314,-0.866908141,-0.005694665,-0.09120219,-0.086256102,-0.186694949,0.50004477,Neuron
2.361515655,0.576678681,-0.580050525,-1.671917842,2.305083021,0.580236633,0.454615284,0.381305023,-0.898872055,0.327311199,-0.580331844,Neuron
-1.241228273,1.454589828,1.580673519,-0.104769666,0.502789771,0.079578826,-0.811498377,0.132300564,0.486097529,0.033056786,-0.624108582,Neuron
-1.289563435,-1.410201826,0.834746493,0.09635665,-1.607822882,0.971496378,-0.237991302,-0.245395874,0.819127308,0.068338729,0.082755895,Glia
-0.941585768,1.736670149,1.463913214,-1.582553591,-1.364360785,-0.920444163,-0.208334178,0.54497207,-0.163546511,-0.345594711,0.651288577,Neuron
-1.191909254,-0.237885961,-0.407929129,-0.741286832,0.457302665,-0.444272481,-0.438032037,0.419444376,0.312623327,0.124066087,0.477553829,Glia
-1.012886251,0.0303564,0.263817175,0.605047061,-0.633801618,0.287232935,-0.023105436,-0.27302148,-0.353258965,-0.585269029,0.875976096,Glia
-1.899736783,0.923824618,1.180068814,0.63501509,-0.088839889,0.349759081,-0.005958362,-0.761642202,0.719356664,-0.48017276,-0.135927751,Glia
-0.155866716,2.246923148,1.424767738,0.472796658,0.157850756,-0.895824797,-0.930265291,0.444747047,-0.813126796,0.307119876,-0.148060696,Neuron
0.535996698,-0.020691771,-0.367169069,-1.574855214,0.645283048,-0.407449757,0.185014685,-0.32509865,-0.208513874,-0.884684902,0.115791153,Neuron
-1.463698065,2.063966991,1.578218664,2.013049006,-0.828374687,-2.277604393,-0.409792446,0.220939196,-1.792508384,0.226954061,-0.30315614,Neuron
0.194361862,1.540530174,-0.81885066,-1.605190236,1.747581555,-1.559957056,0.108770542,-1.649363779,0.992705258,1.025762798,-1.049453888,Neuron
-1.393737187,0.057449038,-0.45410502,0.975111975,0.645903124,-0.113335231,-0.010643571,-0.615374347,0.105735603,-0.05042458,0.019480658,Glia
-1.160456098,1.85406831,1.542742092,0.342753206,-0.267783922,-0.638316039,-0.179271475,-0.296462007,-0.166651365,0.045850026,-0.007889753,Neuron
2.631710745,-0.38235645,-3.094356978,-2.162372475,-0.547661832,-0.649592457,0.002481571,-0.270466862,-0.657475086,-0.385115148,-0.361275784,Neuron
-1.463038319,-0.599048322,0.157532737,0.15202004,0.327599658,0.91763183,0.264155866,0.476282409,0.674819092,-0.252892431,-0.456774132,Glia
-0.507965424,-3.266177837,-2.208762955,-0.887510907,-1.423823236,-0.151025438,-0.491898423,-0.115358778,0.19507792,-0.456027462,-0.328712349,Glia
-0.807957158,-0.760840514,0.12692374,-0.739266891,-0.633755861,0.048990852,0.275008927,1.12345619,0.331271444,0.280554185,-1.205951698,Glia
0.74503186,1.565892127,-1.812489086,7.646803643,-2.609783017,-5.039782276,-0.785153275,1.528209458,-3.045187743,0.39923348,-2.163612873,Neuron
0.343370812,0.618125749,0.358810149,-1.596961261,-0.352981803,-0.020689546,0.185804871,0.004780148,0.296655953,-0.198674609,-0.148319979,Neuron
2.961978576,0.242280914,0.592371397,-2.78648833,0.588088494,-0.469058156,0.337961497,-0.919580819,-1.459427861,-2.770005693,-2.206890194,Neuron
-2.147010546,-0.558111548,-1.297181454,2.099700352,-0.172348489,0.919718701,1.883250963,-2.151671416,0.85902686,-0.356198499,0.217375096,Glia
0.959706427,1.215568036,-0.084021388,-0.184097107,0.304026502,0.027637252,-0.236962506,-0.486097097,-0.218801553,0.326976192,0.636564906,Neuron
-0.786529503,0.132966349,0.721659698,-0.246687469,0.897881605,0.297545706,0.212327784,-0.081497367,0.036019748,-0.449563883,1.12689172,Neuron
-0.169360415,-3.354731329,-0.288512555,1.065313291,0.342711569,0.780478231,0.119624571,0.03590376,0.272044729,1.058671896,-0.043797484,Glia
0.801500459,0.469130759,-1.062670835,-0.595657899,0.151175096,0.193681878,-0.428037752,-0.614585,0.030341265,0.48876881,0.483353514,Neuron
-0.961071843,-0.774542578,0.186068429,-0.173851331,-0.449083324,0.014273266,-0.458969828,-0.249741735,0.489216209,-0.03228805,-0.038789695,Glia
-0.508537016,1.229775988,-0.351751861,-1.209809681,-1.156562853,-1.08018944,-0.057514347,-0.314635274,-0.116597908,0.275696671,0.114631498,Neuron
-1.037232871,1.219937394,1.482807282,-0.762986293,-0.232881252,0.014993739,0.194348785,0.196687725,0.468790111,-0.226127897,0.031976546,Neuron
1.62652352,0.187539437,-0.029808808,-1.708405991,1.579051598,0.510868297,0.416732995,0.74801428,-0.716750889,-0.128244913,-0.129322007,Neuron
1.614058617,1.00456818,-0.377311738,-1.551940954,2.739688419,0.029970321,0.426742923,0.135661661,-0.314859163,0.817433327,-0.564406827,Neuron
1.027528225,1.307385217,0.164844085,-0.676874871,0.775317403,-0.435896933,-0.273469036,-0.047451335,0.015446391,0.226371781,-0.665444269,Neuron
-0.55173267,0.279576518,-1.406820998,-0.350260175,0.662235179,-0.196333462,-0.776306522,0.561757993,-0.175219525,0.36256559,-0.229611158,Neuron
-0.863856776,-2.653318158,-0.022045261,0.625548162,-0.056291284,1.0565132,-0.250676627,0.256993832,0.266630076,0.162048395,0.303326231,Glia
-1.225642611,0.935224236,-1.488988817,-1.15202403,-1.051105071,-1.775362455,-0.377519992,-0.066763677,-0.452915781,-0.044333342,0.156483271,Neuron
-0.144783995,-3.351452983,0.938532008,0.495648079,0.253989603,0.342233281,0.122700556,-0.495110891,0.504026044,0.788965938,0.265444218,Glia
1.006694963,1.172372467,0.299027366,-0.657974983,-0.901444351,0.193757357,-0.217700254,-0.738156687,-0.170308672,0.331730256,0.345287954,Neuron
-0.052408109,0.952793955,0.535623161,0.038239975,1.372040109,-0.344676019,0.113974133,1.35097278,-0.3105224,0.09238638,0.463670563,Neuron
1.342750427,0.007139775,-5.317788844,-2.457620321,-0.993511403,-2.265036583,-0.935412434,-0.26141541,0.521320458,0.921780621,-0.196762157,Neuron
-0.222133323,0.25050229,-0.249441358,-0.458147667,0.875289369,0.505677314,-0.31273865,0.481531253,-0.20008025,-0.443411808,-0.019788995,Neuron
-1.289113945,-0.14377242,1.318993487,0.685055237,-0.498125287,0.555784109,2.925735819,0.642317452,-0.00532493,-0.356599027,0.163252592,Glia
-1.492062657,1.09804484,0.942168499,0.649835907,0.382073697,0.113481919,-0.917562612,-0.667087504,0.461246321,-0.062157426,-0.19303299,Neuron
2.564691508,0.353923704,0.019106526,-2.19566788,1.145930339,-0.360333538,0.293415708,-0.614397202,-0.363425069,-1.091605879,-0.554145453,Neuron
-1.265309132,-1.091640807,-0.592421781,0.101649642,-1.552007356,1.332621511,-0.266190841,0.536751867,0.099919671,-1.019338817,0.113117549,Glia
-1.108910916,-1.541924477,-0.226700636,0.372077245,-1.209304757,1.401742304,0.111724976,0.046933041,0.419652091,-0.367115628,-0.097382498,Glia
1.426904116,0.384832627,0.496294648,-1.056158874,-1.454799647,1.325088586,0.133951968,-0.3636511,-0.098314267,0.515913497,-0.110873824,Neuron
-0.934512886,-0.806016872,1.377770203,0.422226462,0.172377129,1.588554389,0.321185153,0.654709349,0.378578337,-0.266869521,0.05814116,Glia
-1.616559619,0.244855781,-0.461561658,0.53956997,0.436943417,-0.09697277,0.010245644,0.24799012,-0.175756338,-0.320471926,0.361066442,Glia
2.087154824,0.024949231,-0.1445147,-1.504144485,2.395267694,-0.857268906,0.329688508,-0.447937939,-0.613588713,-1.451684221,-0.726221338,Neuron
-0.664851303,-2.189720613,-0.782494314,-0.452508949,-0.648758202,-0.18865387,-0.405179605,-0.544551067,0.399798137,-0.007239373,0.107089042,Glia
2.490919237,0.904834646,-0.283593293,-1.774145749,1.498751995,0.53602993,0.376654622,-0.219567225,-0.598460553,0.4920201,-1.005467521,Neuron
-1.900601645,0.149620998,0.014185404,1.633160549,-0.605108564,0.411826149,-0.041631437,-1.286630769,0.509192586,-0.293639008,-0.916704061,Glia
-1.025026986,-2.494753185,-1.919018167,-0.841085535,-0.172338492,-0.150627944,-0.363983581,0.936336322,0.352582541,0.249551332,-0.192535744,Glia
-1.191522837,0.42598479,0.527014307,-0.440403107,0.846791902,-1.135479949,-0.31833993,0.413023879,0.289554957,0.496389607,-0.025097666,Glia
-0.969591822,-0.519908086,0.316681774,-0.393169901,-0.40693062,0.088520906,-0.17846169,0.307891987,0.304869048,-0.044879105,-0.072032333,Glia
-0.915730945,1.551005696,1.725550032,-1.321641008,-1.014809059,-0.839943974,-0.00733828,0.23796948,0.313509726,0.076027247,-0.273340256,Neuron
0.19429517,1.668716616,1.185833793,-1.496544118,-0.84775977,0.051918068,0.146450517,-0.236676396,0.379132252,0.182907957,-0.092667378,Neuron
0.168366086,0.651836518,-0.810590461,-1.633059739,0.526581894,-0.700388725,0.12031564,-0.656765336,0.382320659,0.09736775,-0.049805857,Neuron
0.363745447,1.012615377,-0.049794442,-1.535462352,1.030134312,-0.612529808,0.208629859,-0.374020829,0.547065901,0.381058761,-0.28096495,Neuron
-0.945903796,-0.214805984,0.257691629,0.695686859,0.378051998,0.585428793,0.102378893,0.804120087,-0.527289311,-0.57885044,0.379651396,Glia
1.312111646,-1.060004569,-3.416646086,-1.832759639,0.474929466,-0.361392902,0.059069923,-0.640981174,-0.523806415,-0.377664439,0.187611944,Neuron
0.492381697,0.287501357,1.365210701,-0.292902902,-1.168570576,0.782053868,-0.286503695,-0.330319073,0.101965537,-0.040949836,0.117237264,Neuron
-1.081554315,-1.470795771,-1.780620144,-1.047465114,-1.262371071,-0.137534444,-0.152405446,0.082254892,0.483849481,-0.038028618,0.115607058,Glia
-1.514830455,0.921388916,0.037735504,0.435578009,0.585207963,-0.712167614,-0.085350133,-0.734186037,0.146826403,0.091652375,0.452391331,Glia
-1.570685147,-0.127718179,-0.972391713,0.774134041,-0.12897731,-0.080388164,-0.133911365,-0.476236104,-0.104935818,-0.27316347,0.290931625,Glia
-0.987270376,-0.781854705,-0.228159549,0.068891682,0.353410641,0.40195942,0.148352008,-0.300305706,0.675316183,0.23613741,0.020945546,Glia
-0.817406493,1.142527256,1.236991449,-0.021737951,-0.861660992,-0.060825297,-0.277850833,-0.508450296,0.012312492,-0.096542847,0.632067722,Neuron
1.712643379,-0.148304219,-2.138582267,-1.803220286,-0.688119476,0.315115797,0.054018757,-0.648890227,-0.447355618,-0.115873313,0.11069874,Neuron
0.394129236,-3.14119879,2.304668072,-0.148865008,-1.91166032,1.019181804,0.052218165,-0.188989483,0.005747203,0.484870119,0.546666087,Glia
-0.943207787,-0.795123003,0.119780692,-0.404761544,-0.280045477,0.098139696,0.04774654,0.065793545,0.550901874,0.165028754,-0.368556535,Glia
-1.347981903,1.513131281,1.161637862,-0.266323154,0.058839557,-0.38097513,-0.108000161,-0.163084722,0.295846571,-0.096026278,0.098184689,Neuron
-0.446053311,1.321578881,1.173866358,-1.305685453,-0.994135118,-0.4800747,0.111229197,-0.167641443,0.143232179,-0.056290496,0.49860783,Neuron
-0.971388087,0.173918917,-2.125781812,-1.317342755,-0.258794316,-0.759590612,0.010449833,-0.618926321,0.634697354,0.322863132,-1.060009599,Neuron
2.487458168,-0.285911554,0.827915149,-1.213322105,0.534020715,1.074598116,0.044498097,-0.419090598,-0.94794338,-0.58541471,0.012406504,Neuron
-1.578154042,0.65973131,-0.491377679,0.825346019,2.979924848,-0.921978519,0.073879273,-0.262833813,0.225320429,0.839067081,0.271118261,Glia
-1.323206631,0.220243725,-0.418901284,0.388582133,0.35402148,-0.381607356,-0.079364206,-0.144452142,-0.051803113,-0.119404097,0.078123304,Glia
-1.371833746,0.812333891,0.419474925,2.770477889,-0.553830834,0.134420448,-0.428165434,-1.434153341,-0.501482339,-0.05094578,-0.172581621,Neuron
-1.017755696,2.003800951,1.418654059,0.953562851,-0.514166943,-1.222788535,-0.269618002,-0.097182117,-0.829612606,0.202847514,-0.124395093,Neuron
2.5689113,0.692664614,-0.464971353,-1.597823594,0.592142601,1.232463993,0.35076085,0.015237783,-1.014835213,-0.085854167,-0.511514209,Neuron
-1.146401129,-0.224300004,0.781249646,0.277864559,-0.339048299,1.416133661,0.230637238,0.141124057,0.441558878,-0.673488743,0.181313209,Glia
0.281892267,1.677729395,1.077128198,-1.032385145,-0.416727826,0.134151265,0.118682309,-0.862769145,0.433410699,0.348983638,0.111177812,Neuron
-1.296697147,1.204992726,0.767376112,0.111917784,0.108917263,-0.21344186,-0.899153412,-0.263941727,0.309043497,0.027634879,-0.555979835,Neuron
-1.478276198,-0.09063907,-0.629857212,0.541194236,-0.408785094,0.043137416,-0.083416627,-0.113593701,-0.274299388,-0.517552791,0.807349804,Glia
0.207924918,1.949409704,0.743653793,-1.550850227,0.097595449,-0.478057953,0.116757078,-0.813732158,0.455133622,0.600602015,0.408122475,Neuron
3.034839826,-0.692837193,1.724054561,-1.335229993,0.023616344,1.025565292,0.016485366,-0.217755566,-0.95641191,-0.624610035,0.096938371,Neuron
6.546958855,-0.894292761,1.071372975,-1.700709356,0.964313739,0.357738641,0.08954536,-0.190265555,-1.396481369,-1.458124074,-0.346701264,Neuron
-1.857335469,0.592763353,0.031039282,0.468867848,-0.562509349,-0.335519294,-0.11484198,-0.515285054,0.301747253,-0.338542005,-0.205580789,Glia
